source,rank,nct_number,title,acronym,status,study_results,conditions,interventions,outcome_measures,sponsor_collaborators,gender,age,phases,enrollment,funded_bys,study_type,study_designs,other_i_ds,start_date,primary_completion_date,completion_date,first_posted,results_first_posted,last_update_posted,locations,study_documents,url,drug
data/clinical-trials-gov/2020-06-10/2020-06-10-clinical-trials-hcq-azithromycin.csv,63,NCT04323345,Efficacy of Natural Honey Treatment in Patients With Novel Coronavirus,NA,Recruiting,No Results Available,COVID-19,Dietary Supplement: Natural Honey|Other: Standard Care,Rate of recovery from positive to negative swaps|Fever to normal temperature in days|Resolution of lung inflammation in CT or X ray|30 days mortality rate|Number of days till reaching negative swab results,Misr University for Science and Technology,All,"5 Years to 75 Years   (Child, Adult, Older Adult)",Phase 3,1000,Other,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Investigator)|Primary Purpose: Treatment,MUST23032020,"April 15, 2020","December 15, 2020","January 15, 2021","March 26, 2020",NA,"April 21, 2020","Mahmoud Tantawy, Cairo, Egypt",NA,https://ClinicalTrials.gov/show/NCT04323345,HCQ + Azithromycin
data/clinical-trials-gov/2020-06-10/2020-06-10-clinical-trials-ivermectin.csv,1,NCT04343092,Efficacy of Ivermectin as Add on Therapy in COVID19 Patients,NA,Completed,No Results Available,COVID 19,Drug: Ivermectin (IVM),Number of cured patients|Mean time to cure of the covid 19 patients,University of Baghdad,All,"18 Years and older   (Adult, Older Adult)",Phase 1,100,Other,Interventional,"Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Participant, Investigator)|Primary Purpose: Treatment",PRO20040001,"April 18, 2020","May 31, 2020","June 1, 2020","April 13, 2020",NA,"June 5, 2020","General Directorate of Medical City, Bagdad, Baghdad, Iraq",NA,https://ClinicalTrials.gov/show/NCT04343092,Ivermectin
data/clinical-trials-gov/2020-06-10/2020-06-10-clinical-trials-ivermectin.csv,2,NCT04373824,Max Ivermectin- COVID 19 Study Versus Standard of Care Treatment for COVID 19 Cases. A Pilot Study,NA,Recruiting,No Results Available,COVID,Drug: Ivermectin,effect of Ivermectin on eradication of virus.,Max Healthcare Insititute Limited,All,"18 Years to 75 Years   (Adult, Older Adult)",Not Applicable,50,Other,Interventional,Allocation: Non-Randomized|Intervention Model: Crossover Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,MHC-COVID-19- INV- ACT-BHR,"April 25, 2020","July 25, 2020","July 25, 2020","May 4, 2020",NA,"May 4, 2020","Max Super Speciality hospital, Saket (A unit of Devki Devi Foundation), New Delhi, Delhi, India",NA,https://ClinicalTrials.gov/show/NCT04373824,Ivermectin
data/clinical-trials-gov/2020-06-10/2020-06-10-clinical-trials-ivermectin.csv,3,NCT04392713,Efficacy of Ivermectin in COVID-19,NA,Recruiting,No Results Available,COVID,Drug: Ivermectin 6 MG Oral Tablet (2 tablets),Negative PCR|Need for mechanical ventilation,"Combined Military Hospital, Pakistan",All,"15 Years to 65 Years   (Child, Adult, Older Adult)",Not Applicable,100,Other,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,IVE-COV,"April 15, 2020",July 2020,July 2020,"May 19, 2020",NA,"May 19, 2020","Combined Military Hospital Lahore, Lahore, Punjab, Pakistan",NA,https://ClinicalTrials.gov/show/NCT04392713,Ivermectin
data/clinical-trials-gov/2020-06-10/2020-06-10-clinical-trials-ivermectin.csv,4,NCT04403555,Ivermectin and Doxycycine in COVID-19 Treatment,NA,Not yet recruiting,No Results Available,COVID,Drug: Ivermectin|Drug: Doxycycline|Drug: Chloroquine,The number of patients with resolved viral infection,Tanta University,All,"Child, Adult, Older Adult",Phase 2|Phase 3,40,Other,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,tanta combo covid treatment,"June 1, 2020","December 1, 2030","December 3, 2030","May 27, 2020",NA,"May 27, 2020","Sherief Abd-Elsalam, Tanta, Egypt",NA,https://ClinicalTrials.gov/show/NCT04403555,Ivermectin
data/clinical-trials-gov/2020-06-10/2020-06-10-clinical-trials-ivermectin.csv,5,NCT04422561,Prophylactic Ivermectin in COVID-19 Contacts,NA,Recruiting,No Results Available,COVID,Drug: Ivermectin Tablets,"appearance of symptoms ( fever ,cough, sore throat, myalgia,diarrhea, shortness of breath)|development of COVID",Zagazig University,All,"16 Years to 70 Years   (Child, Adult, Older Adult)",Phase 2|Phase 3,100,Other,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Prevention,ZU-IRB#6150l31-5-2020,"May 31, 2020",June 2020,July 2020,"June 9, 2020",NA,"June 9, 2020","Zagazig University, Zagazig, Sharkia, Egypt",NA,https://ClinicalTrials.gov/show/NCT04422561,Ivermectin
data/clinical-trials-gov/2020-06-10/2020-06-10-clinical-trials-ivermectin.csv,6,NCT04351347,The Efficacy of Ivermectin and Nitazoxanide in COVID-19 Treatment,NA,Not yet recruiting,No Results Available,COVID,Drug: Chloroquine|Drug: Nitazoxanide|Drug: Ivermectin,Number of patients with virological cure,Tanta University,All,"Child, Adult, Older Adult",Phase 2|Phase 3,60,Other,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,ivermecin covid,"April 17, 2020","December 1, 2030","December 1, 2030","April 17, 2020",NA,"April 17, 2020","Tanta University, Tanta, Egypt",NA,https://ClinicalTrials.gov/show/NCT04351347,Ivermectin
data/clinical-trials-gov/2020-06-10/2020-06-10-clinical-trials-ivermectin.csv,7,NCT04399746,Ivermectin-Azithromycin-Cholecalciferol (IvAzCol) Combination Therapy for COVID-19,IvAzCol,Recruiting,No Results Available,COVID,Drug: Ivermectin|Drug: Azithromycin|Drug: Cholecalciferol,Viral clearance|Symptoms duration|SpO2|SpO2/FiO2,Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado,All,"18 Years to 90 Years   (Adult, Older Adult)",Not Applicable,30,Other,Interventional,Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,IvAzCol,"March 15, 2020","May 20, 2020","June 10, 2020","May 22, 2020",NA,"May 22, 2020","Outpatient treatment, Mexico City, Mexico",NA,https://ClinicalTrials.gov/show/NCT04399746,Ivermectin
data/clinical-trials-gov/2020-06-10/2020-06-10-clinical-trials-ivermectin.csv,8,NCT04381884,Ivermectin Effect on SARS-CoV-2 Replication in Patients With COVID-19,NA,Recruiting,No Results Available,COVID-19 Drug Treatment,Drug: IVERMECTIN (IVER P®) arm will receive IVM 600 µg / kg once daily plus standard care. CONTROL arm will receive standard care.,Reduction in SARS-CoV-2 viral load|Number of patients with partial or complete response in COVID-19 clinical symptoms|Number of patients with worsening in the clinical condition|Number of patients with adverse events as a measure of safety and tolerability|Ivermectin concentrations measured in plasma|Evaluation of reactivity of the antibodies against SARS-CoV-2,Laboratorio Elea Phoenix S.A.|Universidad Nacional de Salta|Centro de Investigación Veterinaria Tandil CIVETAN|Hospital de Pediatría Prof Dr. Juan P. Garrahan|Universidad Nacional de Quilmes,All,"18 Years to 69 Years   (Adult, Older Adult)",Phase 2,45,Industry|Other,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,IVM-AR-1,"May 18, 2020","June 30, 2020","June 30, 2020","May 11, 2020",NA,"May 27, 2020","Centro de Educación Médica e Investigaciones Clínicas ""Norberto Quirno"" CEMIC, Buenos Aires, Ciudad De Buenos Aires, Argentina",NA,https://ClinicalTrials.gov/show/NCT04381884,Ivermectin
data/clinical-trials-gov/2020-06-10/2020-06-10-clinical-trials-ivermectin.csv,9,NCT04360356,Ivermectin and Nitazoxanide Combination Therapy for COVID-19,NA,Not yet recruiting,No Results Available,COVID-19,Combination Product: Ivermectin plus Nitazoxanide|Other: Standard Care,"Number of Patients with COVID-19-negative PCR|Number of patients with improved respiratory rate|Number of patients with improved PaO2|Number of patients with normalized Serum IL6|Number of patients with normalized Serum TNFα|Number of patients with normalized Serum iron|Number of patients with normalized Serum ferritin|Number of patients with normalized International normalized ratio ""INR"" for prothrombin time|Number of patients with normalized complete blood count ""CBC""|The Mortality rate among treated patients",Tanta University,All,"18 Years to 65 Years   (Adult, Older Adult)",Phase 2|Phase 3,100,Other,Interventional,"Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Participant, Investigator)|Primary Purpose: Treatment",IVR/NTZ,May 2020,October 2020,December 2020,"April 24, 2020",NA,"April 24, 2020",NA,NA,https://ClinicalTrials.gov/show/NCT04360356,Ivermectin
data/clinical-trials-gov/2020-06-10/2020-06-10-clinical-trials-ivermectin.csv,10,NCT04374279,Trial to Promote Recovery From COVID-19 With Ivermectin or Endocrine Therapy,RECOVER,Not yet recruiting,No Results Available,COVID-19|SARS-CoV 2,Drug: Bicalutamide 150 Mg Oral Tablet|Drug: Ivermectin 3Mg Tab,Number of participants who have clinical improvement at day 7 after randomization|All-cause mortality|Duration of hospitalization|Percentage of patients needing upgrade to the intermediate care unit (IMC)|Duration of IMC stay|Percentage of patients needing upgrade to the intensive care unit (ICU)|Duration of ICU stay|Number of participants requiring mechanical ventilation|Duration of mechanical ventilation|Number of participants experiencing adverse events,Sidney Kimmel Comprehensive Cancer Center at Johns Hopkins,All,"18 Years and older   (Adult, Older Adult)",Phase 2,60,Other,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,COV2003|IRB00249425,June 2020,June 2021,June 2021,"May 5, 2020",NA,"May 5, 2020","Johns Hopkins Hospital, Baltimore, Maryland, United States",NA,https://ClinicalTrials.gov/show/NCT04374279,Ivermectin
data/clinical-trials-gov/2020-06-10/2020-06-10-clinical-trials-ivermectin.csv,11,NCT04392427,New Antiviral Drugs for Treatment of COVID-19,NA,Not yet recruiting,No Results Available,COVID|Drug Effect,"Drug: Treatment group: will receive a combination of Nitazoxanide, Ribavirin and Ivermectin for a duration of seven days :",negative test result for COVID-19,Mansoura University,All,"12 Years and older   (Child, Adult, Older Adult)",Phase 3,100,Other,Interventional,Allocation: Randomized|Intervention Model: Sequential Assignment|Masking: Single (Outcomes Assessor)|Primary Purpose: Treatment,20.05.69,May 2020,May 2022,May 2022,"May 18, 2020",NA,"May 18, 2020","Mansoura University, Mansoura, Select A State Or Province, Egypt",NA,https://ClinicalTrials.gov/show/NCT04392427,Ivermectin
data/clinical-trials-gov/2020-06-10/2020-06-10-clinical-trials-ivermectin.csv,12,NCT04391127,Hydroxychloroquine and Ivermectin for the Treatment of COVID-19 Infection,NA,Recruiting,No Results Available,COVID-19,Drug: Hydroxychloroquine|Drug: Ivermectin|Drug: Placebo,"Mean days of hospital stay|Rate of Respiratory deterioration, requirement of invasive mechanical ventilation or dead|Mean of oxygenation index delta|Mean time to viral PCR negativization",Centenario Hospital Miguel Hidalgo,All,"16 Years to 90 Years   (Child, Adult, Older Adult)",Phase 3,200,Other,Interventional,"Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Participant, Care Provider)|Primary Purpose: Treatment",2020-A-09,"May 4, 2020","August 30, 2020","September 30, 2020","May 18, 2020",NA,"May 27, 2020","Jose Manuel Arreola Guerra, Aguascalientes, Mexico",NA,https://ClinicalTrials.gov/show/NCT04391127,Ivermectin
data/clinical-trials-gov/2020-06-10/2020-06-10-clinical-trials-ivermectin.csv,13,NCT04405843,Efficacy of Ivermectin in Adult Patients With Early Stages of COVID-19,NA,Not yet recruiting,No Results Available,COVID-19,Drug: Ivermectin Oral Product|Drug: Placebo,Time to event|Clinical condition on day 2|Clinical condition on day 5|Clinical condition on day 8|Clinical condition on day 11|Clinical condition on day 15|Clinical condition on day 21|Proportion of subjects with additional care|Proportion of subjects who die|Duration of additional care|Adverse events|Proportion of subjects who discontinue intervention,Centro de Estudios en Infectogía Pediatrica,All,"18 Years and older   (Adult, Older Adult)",Phase 2|Phase 3,400,Other,Interventional,"Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment",ScDi823,June 2020,October 2020,"November 1, 2020","May 28, 2020",NA,"May 28, 2020",NA,NA,https://ClinicalTrials.gov/show/NCT04405843,Ivermectin
data/clinical-trials-gov/2020-06-10/2020-06-10-clinical-trials-ivermectin.csv,14,NCT04407130,Efficacy and Safety of Ivermectin and Doxycycline in Combination or IVE Alone in Patients With COVID-19 Infection.,NA,Not yet recruiting,No Results Available,COVID-19 Patients,Drug: Ivermectin + Doxycycline + Placebo|Drug: Ivermectin + Placebo|Drug: Placebo,Virological clearance|Remission of fever|Remission of cough|Patients requiring oxygen|Patients failing to maintain SpO2 >88% despite oxygenation|Number of days on oxygen support|Chest X-ray improvement|Duration of hospitalization|All causes of mortality,"International Centre for Diarrhoeal Disease Research, Bangladesh",All,"40 Years to 65 Years   (Adult, Older Adult)",Phase 2,72,Other,Interventional,"Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Participant, Investigator)|Primary Purpose: Treatment",PR-20039,June 2020,July 2020,July 2020,"May 29, 2020",NA,"June 9, 2020",NA,NA,https://ClinicalTrials.gov/show/NCT04407130,Ivermectin
data/clinical-trials-gov/2020-06-10/2020-06-10-clinical-trials-ivermectin.csv,15,NCT04390022,Sars-CoV-2/COVID-19 Ivermectin Navarra-ISGlobal Trial,SAINT,Recruiting,No Results Available,Covid-19|Coronavirus Infection|SARS-CoV-2 Infection,Drug: Ivermectin|Drug: Placebo,"Proportion of patients with a positive SARS-CoV-2 PCR|Mean viral load|Fever and cough progression|Seroconversion at day 21|Proportion of drug-related adverse events|Levels of IgG, IgM and IgA|Frequency of innate immune cells|Frequency SARS-CoV-2-specific CD4+ T and and CD8+ T cells|Results from cytokine Human Magnetic 30-Plex Panel","Clinica Universidad de Navarra, Universidad de Navarra|Barcelona Institute for Global Health",All,18 Years to 59 Years   (Adult),Phase 2,24,Other,Interventional,"Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Participant, Investigator)|Primary Purpose: Treatment",SAINT,"May 14, 2020","August 4, 2020","August 30, 2020","May 15, 2020",NA,"May 21, 2020","Clinica Universidad de Navarra, Pamplona, Navarra, Spain",NA,https://ClinicalTrials.gov/show/NCT04390022,Ivermectin
data/clinical-trials-gov/2020-06-10/2020-06-10-clinical-trials-ivermectin.csv,16,NCT04407507,"Efficacy, Safety and Tolerability of Ivermectin in Subjects Infected With SARS-CoV-2 With or Without Symptoms",SILVERBULLET,Not yet recruiting,No Results Available,COVID-19,Drug: Ivermectin|Drug: Placebo,Participants with a disease control status defined as no disease progression to severe.,Investigacion Biomedica para el Desarrollo de Farmacos S.A. de C.V.,All,"18 Years and older   (Adult, Older Adult)",Phase 2,66,Other,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Care Provider)|Primary Purpose: Treatment,SARS-COV-IverMX-01,June 2020,August 2020,October 2020,"May 29, 2020",NA,"May 29, 2020",NA,NA,https://ClinicalTrials.gov/show/NCT04407507,Ivermectin
