title,nct_number,locations,lng,lat,drug,source,rank,acronym,status,study_results,conditions,interventions,outcome_measures,sponsor_collaborators,gender,age,phases,enrollment,funded_bys,study_type,study_designs,other_i_ds,start_date,primary_completion_date,completion_date,first_posted,results_first_posted,last_update_posted,study_documents,url,popuptext
Safety and Efficacy of Hydroxychloroquine Associated With Azithromycin in SARS-CoV2 Virus (Coalition Covid-19 Brasil II),NCT04321278,"Instituto de Cardiologia do Distrito Federal, Brasília, Distrito Federal, Brazil",-47.9357361,-15.802223,HCQ + Azithromycin,data/clinical-trials-gov/2020-06-10/2020-06-10-clinical-trials-hcq-azithromycin.csv,2,NA,Recruiting,No Results Available,"Coronavirus Infections|Pneumonia, Viral",Drug: Hydroxychloroquine + azithromycin|Drug: Hydroxychloroquine,"Evaluation of the clinical status|All-cause mortality|Number of days free from mechanical ventilation|Duration of mechanical ventilation|Duration of hospitalization|Other secondary infections|Time from treatment start to death|Medium and long-term outcomes of SARS-CoV2 infection on morbimortality, daily life activities, mental health, and quality of life|Assess whether the tested therapies may be affected by leucocyte phenotype",Hospital Israelita Albert Einstein|EMS|Hospital do Coracao|Hospital Sirio-Libanes|Brazilian Research In Intensive Care Network,All,"18 Years and older   (Adult, Older Adult)",Phase 3,440,Other|Industry,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,30155020.5.1001.0071,"March 28, 2020","August 30, 2020","August 30, 2020","March 25, 2020",NA,"May 27, 2020",NA,https://ClinicalTrials.gov/show/NCT04321278,"<b>Safety and Efficacy of Hydroxychloroquine Associated With Azithromycin in SARS-CoV2 Virus (Coalition Covid-19 Brasil II)</b><br /><i>Recruiting, n = 440</i><br />Instituto de Cardiologia do Distrito Federal, Brasília, Distrito Federal, Brazil"
Safety and Efficacy of Hydroxychloroquine Associated With Azithromycin in SARS-CoV2 Virus (Coalition Covid-19 Brasil II),NCT04321278,"Fundação Social Rural de Colatina, Colatina, Espirito Santo, Brazil",-40.62966410000001,-19.5400456,HCQ + Azithromycin,data/clinical-trials-gov/2020-06-10/2020-06-10-clinical-trials-hcq-azithromycin.csv,2,NA,Recruiting,No Results Available,"Coronavirus Infections|Pneumonia, Viral",Drug: Hydroxychloroquine + azithromycin|Drug: Hydroxychloroquine,"Evaluation of the clinical status|All-cause mortality|Number of days free from mechanical ventilation|Duration of mechanical ventilation|Duration of hospitalization|Other secondary infections|Time from treatment start to death|Medium and long-term outcomes of SARS-CoV2 infection on morbimortality, daily life activities, mental health, and quality of life|Assess whether the tested therapies may be affected by leucocyte phenotype",Hospital Israelita Albert Einstein|EMS|Hospital do Coracao|Hospital Sirio-Libanes|Brazilian Research In Intensive Care Network,All,"18 Years and older   (Adult, Older Adult)",Phase 3,440,Other|Industry,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,30155020.5.1001.0071,"March 28, 2020","August 30, 2020","August 30, 2020","March 25, 2020",NA,"May 27, 2020",NA,https://ClinicalTrials.gov/show/NCT04321278,"<b>Safety and Efficacy of Hydroxychloroquine Associated With Azithromycin in SARS-CoV2 Virus (Coalition Covid-19 Brasil II)</b><br /><i>Recruiting, n = 440</i><br />Fundação Social Rural de Colatina, Colatina, Espirito Santo, Brazil"
Safety and Efficacy of Hydroxychloroquine Associated With Azithromycin in SARS-CoV2 Virus (Coalition Covid-19 Brasil II),NCT04321278,"Hospital Estadual Jayme dos Santos Neves, Serra, ES, Brazil",-40.22743,-20.200262,HCQ + Azithromycin,data/clinical-trials-gov/2020-06-10/2020-06-10-clinical-trials-hcq-azithromycin.csv,2,NA,Recruiting,No Results Available,"Coronavirus Infections|Pneumonia, Viral",Drug: Hydroxychloroquine + azithromycin|Drug: Hydroxychloroquine,"Evaluation of the clinical status|All-cause mortality|Number of days free from mechanical ventilation|Duration of mechanical ventilation|Duration of hospitalization|Other secondary infections|Time from treatment start to death|Medium and long-term outcomes of SARS-CoV2 infection on morbimortality, daily life activities, mental health, and quality of life|Assess whether the tested therapies may be affected by leucocyte phenotype",Hospital Israelita Albert Einstein|EMS|Hospital do Coracao|Hospital Sirio-Libanes|Brazilian Research In Intensive Care Network,All,"18 Years and older   (Adult, Older Adult)",Phase 3,440,Other|Industry,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,30155020.5.1001.0071,"March 28, 2020","August 30, 2020","August 30, 2020","March 25, 2020",NA,"May 27, 2020",NA,https://ClinicalTrials.gov/show/NCT04321278,"<b>Safety and Efficacy of Hydroxychloroquine Associated With Azithromycin in SARS-CoV2 Virus (Coalition Covid-19 Brasil II)</b><br /><i>Recruiting, n = 440</i><br />Hospital Estadual Jayme dos Santos Neves, Serra, ES, Brazil"
Safety and Efficacy of Hydroxychloroquine Associated With Azithromycin in SARS-CoV2 Virus (Coalition Covid-19 Brasil II),NCT04321278,"Hospital Evangélico de Vila Velha, Vila Velha, ES, Brazil",-40.3431333,-20.3460788,HCQ + Azithromycin,data/clinical-trials-gov/2020-06-10/2020-06-10-clinical-trials-hcq-azithromycin.csv,2,NA,Recruiting,No Results Available,"Coronavirus Infections|Pneumonia, Viral",Drug: Hydroxychloroquine + azithromycin|Drug: Hydroxychloroquine,"Evaluation of the clinical status|All-cause mortality|Number of days free from mechanical ventilation|Duration of mechanical ventilation|Duration of hospitalization|Other secondary infections|Time from treatment start to death|Medium and long-term outcomes of SARS-CoV2 infection on morbimortality, daily life activities, mental health, and quality of life|Assess whether the tested therapies may be affected by leucocyte phenotype",Hospital Israelita Albert Einstein|EMS|Hospital do Coracao|Hospital Sirio-Libanes|Brazilian Research In Intensive Care Network,All,"18 Years and older   (Adult, Older Adult)",Phase 3,440,Other|Industry,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,30155020.5.1001.0071,"March 28, 2020","August 30, 2020","August 30, 2020","March 25, 2020",NA,"May 27, 2020",NA,https://ClinicalTrials.gov/show/NCT04321278,"<b>Safety and Efficacy of Hydroxychloroquine Associated With Azithromycin in SARS-CoV2 Virus (Coalition Covid-19 Brasil II)</b><br /><i>Recruiting, n = 440</i><br />Hospital Evangélico de Vila Velha, Vila Velha, ES, Brazil"
Safety and Efficacy of Hydroxychloroquine Associated With Azithromycin in SARS-CoV2 Virus (Coalition Covid-19 Brasil II),NCT04321278,"Secretaria de Estado de Saúde de Goias, Goiânia, GO, Brazil",-49.2253596,-16.7313699,HCQ + Azithromycin,data/clinical-trials-gov/2020-06-10/2020-06-10-clinical-trials-hcq-azithromycin.csv,2,NA,Recruiting,No Results Available,"Coronavirus Infections|Pneumonia, Viral",Drug: Hydroxychloroquine + azithromycin|Drug: Hydroxychloroquine,"Evaluation of the clinical status|All-cause mortality|Number of days free from mechanical ventilation|Duration of mechanical ventilation|Duration of hospitalization|Other secondary infections|Time from treatment start to death|Medium and long-term outcomes of SARS-CoV2 infection on morbimortality, daily life activities, mental health, and quality of life|Assess whether the tested therapies may be affected by leucocyte phenotype",Hospital Israelita Albert Einstein|EMS|Hospital do Coracao|Hospital Sirio-Libanes|Brazilian Research In Intensive Care Network,All,"18 Years and older   (Adult, Older Adult)",Phase 3,440,Other|Industry,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,30155020.5.1001.0071,"March 28, 2020","August 30, 2020","August 30, 2020","March 25, 2020",NA,"May 27, 2020",NA,https://ClinicalTrials.gov/show/NCT04321278,"<b>Safety and Efficacy of Hydroxychloroquine Associated With Azithromycin in SARS-CoV2 Virus (Coalition Covid-19 Brasil II)</b><br /><i>Recruiting, n = 440</i><br />Secretaria de Estado de Saúde de Goias, Goiânia, GO, Brazil"
Safety and Efficacy of Hydroxychloroquine Associated With Azithromycin in SARS-CoV2 Virus (Coalition Covid-19 Brasil II),NCT04321278,"Santa Casa de Misericórdia de Belo Horizonte Santa Casa de BH, Belo Horizonte, MG, Brazil",-43.9256173,-19.9247413,HCQ + Azithromycin,data/clinical-trials-gov/2020-06-10/2020-06-10-clinical-trials-hcq-azithromycin.csv,2,NA,Recruiting,No Results Available,"Coronavirus Infections|Pneumonia, Viral",Drug: Hydroxychloroquine + azithromycin|Drug: Hydroxychloroquine,"Evaluation of the clinical status|All-cause mortality|Number of days free from mechanical ventilation|Duration of mechanical ventilation|Duration of hospitalization|Other secondary infections|Time from treatment start to death|Medium and long-term outcomes of SARS-CoV2 infection on morbimortality, daily life activities, mental health, and quality of life|Assess whether the tested therapies may be affected by leucocyte phenotype",Hospital Israelita Albert Einstein|EMS|Hospital do Coracao|Hospital Sirio-Libanes|Brazilian Research In Intensive Care Network,All,"18 Years and older   (Adult, Older Adult)",Phase 3,440,Other|Industry,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,30155020.5.1001.0071,"March 28, 2020","August 30, 2020","August 30, 2020","March 25, 2020",NA,"May 27, 2020",NA,https://ClinicalTrials.gov/show/NCT04321278,"<b>Safety and Efficacy of Hydroxychloroquine Associated With Azithromycin in SARS-CoV2 Virus (Coalition Covid-19 Brasil II)</b><br /><i>Recruiting, n = 440</i><br />Santa Casa de Misericórdia de Belo Horizonte Santa Casa de BH, Belo Horizonte, MG, Brazil"
Safety and Efficacy of Hydroxychloroquine Associated With Azithromycin in SARS-CoV2 Virus (Coalition Covid-19 Brasil II),NCT04321278,"Hospital Santa Paula, Passos, MG, Brazil",-46.6126084,-20.7135374,HCQ + Azithromycin,data/clinical-trials-gov/2020-06-10/2020-06-10-clinical-trials-hcq-azithromycin.csv,2,NA,Recruiting,No Results Available,"Coronavirus Infections|Pneumonia, Viral",Drug: Hydroxychloroquine + azithromycin|Drug: Hydroxychloroquine,"Evaluation of the clinical status|All-cause mortality|Number of days free from mechanical ventilation|Duration of mechanical ventilation|Duration of hospitalization|Other secondary infections|Time from treatment start to death|Medium and long-term outcomes of SARS-CoV2 infection on morbimortality, daily life activities, mental health, and quality of life|Assess whether the tested therapies may be affected by leucocyte phenotype",Hospital Israelita Albert Einstein|EMS|Hospital do Coracao|Hospital Sirio-Libanes|Brazilian Research In Intensive Care Network,All,"18 Years and older   (Adult, Older Adult)",Phase 3,440,Other|Industry,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,30155020.5.1001.0071,"March 28, 2020","August 30, 2020","August 30, 2020","March 25, 2020",NA,"May 27, 2020",NA,https://ClinicalTrials.gov/show/NCT04321278,"<b>Safety and Efficacy of Hydroxychloroquine Associated With Azithromycin in SARS-CoV2 Virus (Coalition Covid-19 Brasil II)</b><br /><i>Recruiting, n = 440</i><br />Hospital Santa Paula, Passos, MG, Brazil"
Safety and Efficacy of Hydroxychloroquine Associated With Azithromycin in SARS-CoV2 Virus (Coalition Covid-19 Brasil II),NCT04321278,"Santa Casa da Misericordia - UTI (São João Del Rey), São João Del Rei, MG, Brazil",-44.2578585,-21.1356146,HCQ + Azithromycin,data/clinical-trials-gov/2020-06-10/2020-06-10-clinical-trials-hcq-azithromycin.csv,2,NA,Recruiting,No Results Available,"Coronavirus Infections|Pneumonia, Viral",Drug: Hydroxychloroquine + azithromycin|Drug: Hydroxychloroquine,"Evaluation of the clinical status|All-cause mortality|Number of days free from mechanical ventilation|Duration of mechanical ventilation|Duration of hospitalization|Other secondary infections|Time from treatment start to death|Medium and long-term outcomes of SARS-CoV2 infection on morbimortality, daily life activities, mental health, and quality of life|Assess whether the tested therapies may be affected by leucocyte phenotype",Hospital Israelita Albert Einstein|EMS|Hospital do Coracao|Hospital Sirio-Libanes|Brazilian Research In Intensive Care Network,All,"18 Years and older   (Adult, Older Adult)",Phase 3,440,Other|Industry,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,30155020.5.1001.0071,"March 28, 2020","August 30, 2020","August 30, 2020","March 25, 2020",NA,"May 27, 2020",NA,https://ClinicalTrials.gov/show/NCT04321278,"<b>Safety and Efficacy of Hydroxychloroquine Associated With Azithromycin in SARS-CoV2 Virus (Coalition Covid-19 Brasil II)</b><br /><i>Recruiting, n = 440</i><br />Santa Casa da Misericordia - UTI (São João Del Rey), São João Del Rei, MG, Brazil"
Safety and Efficacy of Hydroxychloroquine Associated With Azithromycin in SARS-CoV2 Virus (Coalition Covid-19 Brasil II),NCT04321278,"Hospital Maternidade E Pronto Socorro Santa Lucia Ltda, Poços De Caldas, Minas Gerais, Brazil",-46.5559139,-21.8104355,HCQ + Azithromycin,data/clinical-trials-gov/2020-06-10/2020-06-10-clinical-trials-hcq-azithromycin.csv,2,NA,Recruiting,No Results Available,"Coronavirus Infections|Pneumonia, Viral",Drug: Hydroxychloroquine + azithromycin|Drug: Hydroxychloroquine,"Evaluation of the clinical status|All-cause mortality|Number of days free from mechanical ventilation|Duration of mechanical ventilation|Duration of hospitalization|Other secondary infections|Time from treatment start to death|Medium and long-term outcomes of SARS-CoV2 infection on morbimortality, daily life activities, mental health, and quality of life|Assess whether the tested therapies may be affected by leucocyte phenotype",Hospital Israelita Albert Einstein|EMS|Hospital do Coracao|Hospital Sirio-Libanes|Brazilian Research In Intensive Care Network,All,"18 Years and older   (Adult, Older Adult)",Phase 3,440,Other|Industry,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,30155020.5.1001.0071,"March 28, 2020","August 30, 2020","August 30, 2020","March 25, 2020",NA,"May 27, 2020",NA,https://ClinicalTrials.gov/show/NCT04321278,"<b>Safety and Efficacy of Hydroxychloroquine Associated With Azithromycin in SARS-CoV2 Virus (Coalition Covid-19 Brasil II)</b><br /><i>Recruiting, n = 440</i><br />Hospital Maternidade E Pronto Socorro Santa Lucia Ltda, Poços De Caldas, Minas Gerais, Brazil"
Safety and Efficacy of Hydroxychloroquine Associated With Azithromycin in SARS-CoV2 Virus (Coalition Covid-19 Brasil II),NCT04321278,"Universidade Estadual de Londrina, Londrina, Paraná, Brazil",-51.2003547,-23.3241912,HCQ + Azithromycin,data/clinical-trials-gov/2020-06-10/2020-06-10-clinical-trials-hcq-azithromycin.csv,2,NA,Recruiting,No Results Available,"Coronavirus Infections|Pneumonia, Viral",Drug: Hydroxychloroquine + azithromycin|Drug: Hydroxychloroquine,"Evaluation of the clinical status|All-cause mortality|Number of days free from mechanical ventilation|Duration of mechanical ventilation|Duration of hospitalization|Other secondary infections|Time from treatment start to death|Medium and long-term outcomes of SARS-CoV2 infection on morbimortality, daily life activities, mental health, and quality of life|Assess whether the tested therapies may be affected by leucocyte phenotype",Hospital Israelita Albert Einstein|EMS|Hospital do Coracao|Hospital Sirio-Libanes|Brazilian Research In Intensive Care Network,All,"18 Years and older   (Adult, Older Adult)",Phase 3,440,Other|Industry,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,30155020.5.1001.0071,"March 28, 2020","August 30, 2020","August 30, 2020","March 25, 2020",NA,"May 27, 2020",NA,https://ClinicalTrials.gov/show/NCT04321278,"<b>Safety and Efficacy of Hydroxychloroquine Associated With Azithromycin in SARS-CoV2 Virus (Coalition Covid-19 Brasil II)</b><br /><i>Recruiting, n = 440</i><br />Universidade Estadual de Londrina, Londrina, Paraná, Brazil"
Safety and Efficacy of Hydroxychloroquine Associated With Azithromycin in SARS-CoV2 Virus (Coalition Covid-19 Brasil II),NCT04321278,"Hospital Adventista de Belém, Belém, Pará, Brazil",-48.4570948,-1.4354138,HCQ + Azithromycin,data/clinical-trials-gov/2020-06-10/2020-06-10-clinical-trials-hcq-azithromycin.csv,2,NA,Recruiting,No Results Available,"Coronavirus Infections|Pneumonia, Viral",Drug: Hydroxychloroquine + azithromycin|Drug: Hydroxychloroquine,"Evaluation of the clinical status|All-cause mortality|Number of days free from mechanical ventilation|Duration of mechanical ventilation|Duration of hospitalization|Other secondary infections|Time from treatment start to death|Medium and long-term outcomes of SARS-CoV2 infection on morbimortality, daily life activities, mental health, and quality of life|Assess whether the tested therapies may be affected by leucocyte phenotype",Hospital Israelita Albert Einstein|EMS|Hospital do Coracao|Hospital Sirio-Libanes|Brazilian Research In Intensive Care Network,All,"18 Years and older   (Adult, Older Adult)",Phase 3,440,Other|Industry,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,30155020.5.1001.0071,"March 28, 2020","August 30, 2020","August 30, 2020","March 25, 2020",NA,"May 27, 2020",NA,https://ClinicalTrials.gov/show/NCT04321278,"<b>Safety and Efficacy of Hydroxychloroquine Associated With Azithromycin in SARS-CoV2 Virus (Coalition Covid-19 Brasil II)</b><br /><i>Recruiting, n = 440</i><br />Hospital Adventista de Belém, Belém, Pará, Brazil"
Safety and Efficacy of Hydroxychloroquine Associated With Azithromycin in SARS-CoV2 Virus (Coalition Covid-19 Brasil II),NCT04321278,"Hospital Adventista de Belem, Belem, PA, Brazil",-48.4570948,-1.4354138,HCQ + Azithromycin,data/clinical-trials-gov/2020-06-10/2020-06-10-clinical-trials-hcq-azithromycin.csv,2,NA,Recruiting,No Results Available,"Coronavirus Infections|Pneumonia, Viral",Drug: Hydroxychloroquine + azithromycin|Drug: Hydroxychloroquine,"Evaluation of the clinical status|All-cause mortality|Number of days free from mechanical ventilation|Duration of mechanical ventilation|Duration of hospitalization|Other secondary infections|Time from treatment start to death|Medium and long-term outcomes of SARS-CoV2 infection on morbimortality, daily life activities, mental health, and quality of life|Assess whether the tested therapies may be affected by leucocyte phenotype",Hospital Israelita Albert Einstein|EMS|Hospital do Coracao|Hospital Sirio-Libanes|Brazilian Research In Intensive Care Network,All,"18 Years and older   (Adult, Older Adult)",Phase 3,440,Other|Industry,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,30155020.5.1001.0071,"March 28, 2020","August 30, 2020","August 30, 2020","March 25, 2020",NA,"May 27, 2020",NA,https://ClinicalTrials.gov/show/NCT04321278,"<b>Safety and Efficacy of Hydroxychloroquine Associated With Azithromycin in SARS-CoV2 Virus (Coalition Covid-19 Brasil II)</b><br /><i>Recruiting, n = 440</i><br />Hospital Adventista de Belem, Belem, PA, Brazil"
Safety and Efficacy of Hydroxychloroquine Associated With Azithromycin in SARS-CoV2 Virus (Coalition Covid-19 Brasil II),NCT04321278,"Procape - Pronto S.Cardiologico de Pe.Prof.Luiz Tavares-, Recife, PE, Brazil",-34.8872499,-8.049128399999999,HCQ + Azithromycin,data/clinical-trials-gov/2020-06-10/2020-06-10-clinical-trials-hcq-azithromycin.csv,2,NA,Recruiting,No Results Available,"Coronavirus Infections|Pneumonia, Viral",Drug: Hydroxychloroquine + azithromycin|Drug: Hydroxychloroquine,"Evaluation of the clinical status|All-cause mortality|Number of days free from mechanical ventilation|Duration of mechanical ventilation|Duration of hospitalization|Other secondary infections|Time from treatment start to death|Medium and long-term outcomes of SARS-CoV2 infection on morbimortality, daily life activities, mental health, and quality of life|Assess whether the tested therapies may be affected by leucocyte phenotype",Hospital Israelita Albert Einstein|EMS|Hospital do Coracao|Hospital Sirio-Libanes|Brazilian Research In Intensive Care Network,All,"18 Years and older   (Adult, Older Adult)",Phase 3,440,Other|Industry,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,30155020.5.1001.0071,"March 28, 2020","August 30, 2020","August 30, 2020","March 25, 2020",NA,"May 27, 2020",NA,https://ClinicalTrials.gov/show/NCT04321278,"<b>Safety and Efficacy of Hydroxychloroquine Associated With Azithromycin in SARS-CoV2 Virus (Coalition Covid-19 Brasil II)</b><br /><i>Recruiting, n = 440</i><br />Procape - Pronto S.Cardiologico de Pe.Prof.Luiz Tavares-, Recife, PE, Brazil"
Safety and Efficacy of Hydroxychloroquine Associated With Azithromycin in SARS-CoV2 Virus (Coalition Covid-19 Brasil II),NCT04321278,"Liga Paranaense de Combate ao Câncer, Curitiba, PR, Brazil",NA,NA,HCQ + Azithromycin,data/clinical-trials-gov/2020-06-10/2020-06-10-clinical-trials-hcq-azithromycin.csv,2,NA,Recruiting,No Results Available,"Coronavirus Infections|Pneumonia, Viral",Drug: Hydroxychloroquine + azithromycin|Drug: Hydroxychloroquine,"Evaluation of the clinical status|All-cause mortality|Number of days free from mechanical ventilation|Duration of mechanical ventilation|Duration of hospitalization|Other secondary infections|Time from treatment start to death|Medium and long-term outcomes of SARS-CoV2 infection on morbimortality, daily life activities, mental health, and quality of life|Assess whether the tested therapies may be affected by leucocyte phenotype",Hospital Israelita Albert Einstein|EMS|Hospital do Coracao|Hospital Sirio-Libanes|Brazilian Research In Intensive Care Network,All,"18 Years and older   (Adult, Older Adult)",Phase 3,440,Other|Industry,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,30155020.5.1001.0071,"March 28, 2020","August 30, 2020","August 30, 2020","March 25, 2020",NA,"May 27, 2020",NA,https://ClinicalTrials.gov/show/NCT04321278,"<b>Safety and Efficacy of Hydroxychloroquine Associated With Azithromycin in SARS-CoV2 Virus (Coalition Covid-19 Brasil II)</b><br /><i>Recruiting, n = 440</i><br />Liga Paranaense de Combate ao Câncer, Curitiba, PR, Brazil"
Safety and Efficacy of Hydroxychloroquine Associated With Azithromycin in SARS-CoV2 Virus (Coalition Covid-19 Brasil II),NCT04321278,"Hospital Giselda Trigueiro, Natal, Rio Grande Do Norte, Brazil",-35.2260266,-5.797295099999999,HCQ + Azithromycin,data/clinical-trials-gov/2020-06-10/2020-06-10-clinical-trials-hcq-azithromycin.csv,2,NA,Recruiting,No Results Available,"Coronavirus Infections|Pneumonia, Viral",Drug: Hydroxychloroquine + azithromycin|Drug: Hydroxychloroquine,"Evaluation of the clinical status|All-cause mortality|Number of days free from mechanical ventilation|Duration of mechanical ventilation|Duration of hospitalization|Other secondary infections|Time from treatment start to death|Medium and long-term outcomes of SARS-CoV2 infection on morbimortality, daily life activities, mental health, and quality of life|Assess whether the tested therapies may be affected by leucocyte phenotype",Hospital Israelita Albert Einstein|EMS|Hospital do Coracao|Hospital Sirio-Libanes|Brazilian Research In Intensive Care Network,All,"18 Years and older   (Adult, Older Adult)",Phase 3,440,Other|Industry,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,30155020.5.1001.0071,"March 28, 2020","August 30, 2020","August 30, 2020","March 25, 2020",NA,"May 27, 2020",NA,https://ClinicalTrials.gov/show/NCT04321278,"<b>Safety and Efficacy of Hydroxychloroquine Associated With Azithromycin in SARS-CoV2 Virus (Coalition Covid-19 Brasil II)</b><br /><i>Recruiting, n = 440</i><br />Hospital Giselda Trigueiro, Natal, Rio Grande Do Norte, Brazil"
Safety and Efficacy of Hydroxychloroquine Associated With Azithromycin in SARS-CoV2 Virus (Coalition Covid-19 Brasil II),NCT04321278,"Hospital Moinhos de Vento, Porto Alegre, Rio Grande Do Sul, Brazil",-51.2084876,-30.0250791,HCQ + Azithromycin,data/clinical-trials-gov/2020-06-10/2020-06-10-clinical-trials-hcq-azithromycin.csv,2,NA,Recruiting,No Results Available,"Coronavirus Infections|Pneumonia, Viral",Drug: Hydroxychloroquine + azithromycin|Drug: Hydroxychloroquine,"Evaluation of the clinical status|All-cause mortality|Number of days free from mechanical ventilation|Duration of mechanical ventilation|Duration of hospitalization|Other secondary infections|Time from treatment start to death|Medium and long-term outcomes of SARS-CoV2 infection on morbimortality, daily life activities, mental health, and quality of life|Assess whether the tested therapies may be affected by leucocyte phenotype",Hospital Israelita Albert Einstein|EMS|Hospital do Coracao|Hospital Sirio-Libanes|Brazilian Research In Intensive Care Network,All,"18 Years and older   (Adult, Older Adult)",Phase 3,440,Other|Industry,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,30155020.5.1001.0071,"March 28, 2020","August 30, 2020","August 30, 2020","March 25, 2020",NA,"May 27, 2020",NA,https://ClinicalTrials.gov/show/NCT04321278,"<b>Safety and Efficacy of Hydroxychloroquine Associated With Azithromycin in SARS-CoV2 Virus (Coalition Covid-19 Brasil II)</b><br /><i>Recruiting, n = 440</i><br />Hospital Moinhos de Vento, Porto Alegre, Rio Grande Do Sul, Brazil"
Safety and Efficacy of Hydroxychloroquine Associated With Azithromycin in SARS-CoV2 Virus (Coalition Covid-19 Brasil II),NCT04321278,"Irmandade da Santa Casa de Misericordia de Porto Alegre, Porto Alegre, Rio Grande Do Sul, Brazil",-51.2214794,-30.0309242,HCQ + Azithromycin,data/clinical-trials-gov/2020-06-10/2020-06-10-clinical-trials-hcq-azithromycin.csv,2,NA,Recruiting,No Results Available,"Coronavirus Infections|Pneumonia, Viral",Drug: Hydroxychloroquine + azithromycin|Drug: Hydroxychloroquine,"Evaluation of the clinical status|All-cause mortality|Number of days free from mechanical ventilation|Duration of mechanical ventilation|Duration of hospitalization|Other secondary infections|Time from treatment start to death|Medium and long-term outcomes of SARS-CoV2 infection on morbimortality, daily life activities, mental health, and quality of life|Assess whether the tested therapies may be affected by leucocyte phenotype",Hospital Israelita Albert Einstein|EMS|Hospital do Coracao|Hospital Sirio-Libanes|Brazilian Research In Intensive Care Network,All,"18 Years and older   (Adult, Older Adult)",Phase 3,440,Other|Industry,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,30155020.5.1001.0071,"March 28, 2020","August 30, 2020","August 30, 2020","March 25, 2020",NA,"May 27, 2020",NA,https://ClinicalTrials.gov/show/NCT04321278,"<b>Safety and Efficacy of Hydroxychloroquine Associated With Azithromycin in SARS-CoV2 Virus (Coalition Covid-19 Brasil II)</b><br /><i>Recruiting, n = 440</i><br />Irmandade da Santa Casa de Misericordia de Porto Alegre, Porto Alegre, Rio Grande Do Sul, Brazil"
Safety and Efficacy of Hydroxychloroquine Associated With Azithromycin in SARS-CoV2 Virus (Coalition Covid-19 Brasil II),NCT04321278,"Hospital Naval Marcílio Dias, Rio de Janeiro, RJ, Brazil",-43.2833747,-22.9139074,HCQ + Azithromycin,data/clinical-trials-gov/2020-06-10/2020-06-10-clinical-trials-hcq-azithromycin.csv,2,NA,Recruiting,No Results Available,"Coronavirus Infections|Pneumonia, Viral",Drug: Hydroxychloroquine + azithromycin|Drug: Hydroxychloroquine,"Evaluation of the clinical status|All-cause mortality|Number of days free from mechanical ventilation|Duration of mechanical ventilation|Duration of hospitalization|Other secondary infections|Time from treatment start to death|Medium and long-term outcomes of SARS-CoV2 infection on morbimortality, daily life activities, mental health, and quality of life|Assess whether the tested therapies may be affected by leucocyte phenotype",Hospital Israelita Albert Einstein|EMS|Hospital do Coracao|Hospital Sirio-Libanes|Brazilian Research In Intensive Care Network,All,"18 Years and older   (Adult, Older Adult)",Phase 3,440,Other|Industry,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,30155020.5.1001.0071,"March 28, 2020","August 30, 2020","August 30, 2020","March 25, 2020",NA,"May 27, 2020",NA,https://ClinicalTrials.gov/show/NCT04321278,"<b>Safety and Efficacy of Hydroxychloroquine Associated With Azithromycin in SARS-CoV2 Virus (Coalition Covid-19 Brasil II)</b><br /><i>Recruiting, n = 440</i><br />Hospital Naval Marcílio Dias, Rio de Janeiro, RJ, Brazil"
