Clinical Trial Title,,lng,lat,Drug
A Study to Evaluate the Safety and Efficacy of Tocilizumab in Patients With Severe COVID-19 Pneumonia,,2.3650429,48.8370792,Tocilizumab
A Study to Evaluate the Safety and Efficacy of Tocilizumab in Patients With Severe COVID-19 Pneumonia,,2.3402667,48.8368937,Tocilizumab
A Study to Evaluate the Safety and Efficacy of Tocilizumab in Patients With Severe COVID-19 Pneumonia,,0.6803135,47.389633,Tocilizumab
A Study to Evaluate the Safety and Efficacy of Tocilizumab in Patients With Severe COVID-19 Pneumonia,,6.7888551,51.1987065,Tocilizumab
A Study to Evaluate the Safety and Efficacy of Tocilizumab in Patients With Severe COVID-19 Pneumonia,,9.8049569,52.3835661,Tocilizumab
A Study to Evaluate the Safety and Efficacy of Tocilizumab in Patients With Severe COVID-19 Pneumonia,,10.1406978,54.3298132,Tocilizumab
A Study to Evaluate the Safety and Efficacy of Tocilizumab in Patients With Severe COVID-19 Pneumonia,,6.9170635,50.9234823,Tocilizumab
A Study to Evaluate the Safety and Efficacy of Tocilizumab in Patients With Severe COVID-19 Pneumonia,,11.4699801,48.1106346,Tocilizumab
A Study to Evaluate the Safety and Efficacy of Tocilizumab in Patients With Severe COVID-19 Pneumonia,,14.2207009,40.8677625,Tocilizumab
A Study to Evaluate the Safety and Efficacy of Tocilizumab in Patients With Severe COVID-19 Pneumonia,,12.4564793,41.866501,Tocilizumab
A Study to Evaluate the Safety and Efficacy of Tocilizumab in Patients With Severe COVID-19 Pneumonia,,9.638066,45.686107,Tocilizumab
A Study to Evaluate the Safety and Efficacy of Tocilizumab in Patients With Severe COVID-19 Pneumonia,,9.1230078,45.5192174,Tocilizumab
A Study to Evaluate the Safety and Efficacy of Tocilizumab in Patients With Severe COVID-19 Pneumonia,,9.2586677,45.6024956,Tocilizumab
A Study to Evaluate the Safety and Efficacy of Tocilizumab in Patients With Severe COVID-19 Pneumonia,,9.1488319,45.1962179,Tocilizumab
A Study to Evaluate the Safety and Efficacy of Tocilizumab in Patients With Severe COVID-19 Pneumonia,,4.7628566,51.57417,Tocilizumab
A Study to Evaluate the Safety and Efficacy of Tocilizumab in Patients With Severe COVID-19 Pneumonia,,5.0789414,52.0249593,Tocilizumab
A Study to Evaluate the Safety and Efficacy of Tocilizumab in Patients With Severe COVID-19 Pneumonia,,4.4703037,51.9112533,Tocilizumab
A Study to Evaluate the Safety and Efficacy of Tocilizumab in Patients With Severe COVID-19 Pneumonia,,5.1799131,52.0865646,Tocilizumab
A Study to Evaluate the Safety and Efficacy of Tocilizumab in Patients With Severe COVID-19 Pneumonia,,2.1042573,41.3448959,Tocilizumab
A Study to Evaluate the Safety and Efficacy of Tocilizumab in Patients With Severe COVID-19 Pneumonia,,2.142488,41.4283018,Tocilizumab
A Study to Evaluate the Safety and Efficacy of Tocilizumab in Patients With Severe COVID-19 Pneumonia,,2.1523119,41.3894436,Tocilizumab
A Study to Evaluate the Safety and Efficacy of Tocilizumab in Patients With Severe COVID-19 Pneumonia,,-3.6873977,40.4811633,Tocilizumab
A Study to Evaluate the Safety and Efficacy of Tocilizumab in Patients With Severe COVID-19 Pneumonia,,-3.6951156,40.4876043,Tocilizumab
A Study to Evaluate the Safety and Efficacy of Tocilizumab in Patients With Severe COVID-19 Pneumonia,,-3.6724986,40.4185038,Tocilizumab
A Study to Evaluate the Safety and Efficacy of Tocilizumab in Patients With Severe COVID-19 Pneumonia,,-3.6667259,40.4902031,Tocilizumab
A Study to Evaluate the Safety and Efficacy of Tocilizumab in Patients With Severe COVID-19 Pneumonia,,-4.321016,55.883619,Tocilizumab
A Study to Evaluate the Safety and Efficacy of Tocilizumab in Patients With Severe COVID-19 Pneumonia,,-1.5528918,53.8025196,Tocilizumab
A Study to Evaluate the Safety and Efficacy of Tocilizumab in Patients With Severe COVID-19 Pneumonia,,-0.1363551,51.5250834,Tocilizumab
A Study to Evaluate the Safety and Efficacy of Tocilizumab in Patients With Severe COVID-19 Pneumonia,,-0.1659994,51.5531475,Tocilizumab
A Study to Evaluate the Safety and Efficacy of Tocilizumab in Patients With Severe COVID-19 Pneumonia,,-0.2343059,51.516825,Tocilizumab
A Study to Evaluate the Safety and Efficacy of Tocilizumab in Patients With Severe COVID-19 Pneumonia,,-0.1748772,51.4987997,Tocilizumab
A Study to Evaluate the Safety and Efficacy of Tocilizumab in Patients With Severe COVID-19 Pneumonia,,-2.2301193,53.5184925,Tocilizumab
A Study to Evaluate the Safety and Efficacy of Tocilizumab in Patients With Severe COVID-19 Pneumonia,,-2.3238955,53.487482,Tocilizumab
A Study to Investigate Intravenous Tocilizumab in Participants With Moderate to Severe COVID-19 Pneumonia,,-111.9544986,33.6583608,Tocilizumab
A Study to Investigate Intravenous Tocilizumab in Participants With Moderate to Severe COVID-19 Pneumonia,,-110.9461054,32.2410865,Tocilizumab
A Study to Investigate Intravenous Tocilizumab in Participants With Moderate to Severe COVID-19 Pneumonia,,-117.9272201,33.8943451,Tocilizumab
A Study to Investigate Intravenous Tocilizumab in Participants With Moderate to Severe COVID-19 Pneumonia,,-118.2075585,34.0575334,Tocilizumab
A Study to Investigate Intravenous Tocilizumab in Participants With Moderate to Severe COVID-19 Pneumonia,,-118.2016181,34.0621498,Tocilizumab
A Study to Investigate Intravenous Tocilizumab in Participants With Moderate to Severe COVID-19 Pneumonia,,-73.4222749,41.1117461,Tocilizumab
A Study to Investigate Intravenous Tocilizumab in Participants With Moderate to Severe COVID-19 Pneumonia,,-77.0751693,38.911464,Tocilizumab
A Study to Investigate Intravenous Tocilizumab in Participants With Moderate to Severe COVID-19 Pneumonia,,-81.6634784,30.347113,Tocilizumab
A Study to Investigate Intravenous Tocilizumab in Participants With Moderate to Severe COVID-19 Pneumonia,,-81.4451456,30.2626481,Tocilizumab
A Study to Investigate Intravenous Tocilizumab in Participants With Moderate to Severe COVID-19 Pneumonia,,-87.7327824,41.7217943,Tocilizumab
A Study to Investigate Intravenous Tocilizumab in Participants With Moderate to Severe COVID-19 Pneumonia,,-87.8476325,42.0385102,Tocilizumab
A Study to Investigate Intravenous Tocilizumab in Participants With Moderate to Severe COVID-19 Pneumonia,,-90.1810171,30.0105053,Tocilizumab
A Study to Investigate Intravenous Tocilizumab in Participants With Moderate to Severe COVID-19 Pneumonia,,-76.6257057,39.2892017,Tocilizumab
A Study to Investigate Intravenous Tocilizumab in Participants With Moderate to Severe COVID-19 Pneumonia,,-119.7952114,39.52552,Tocilizumab
A Study to Investigate Intravenous Tocilizumab in Participants With Moderate to Severe COVID-19 Pneumonia,,-74.1653704,40.9028953,Tocilizumab
A Study to Investigate Intravenous Tocilizumab in Participants With Moderate to Severe COVID-19 Pneumonia,,-73.9456988,40.6552934,Tocilizumab
A Study to Investigate Intravenous Tocilizumab in Participants With Moderate to Severe COVID-19 Pneumonia,,-73.8166244,40.7003783,Tocilizumab
A Study to Investigate Intravenous Tocilizumab in Participants With Moderate to Severe COVID-19 Pneumonia,,-73.9357942,41.6943079,Tocilizumab
A Study to Investigate Intravenous Tocilizumab in Participants With Moderate to Severe COVID-19 Pneumonia,,-80.2791958,36.1355052,Tocilizumab
A Study to Investigate Intravenous Tocilizumab in Participants With Moderate to Severe COVID-19 Pneumonia,,-81.6060645,41.5052505,Tocilizumab
A Study to Investigate Intravenous Tocilizumab in Participants With Moderate to Severe COVID-19 Pneumonia,,-83.5429045,41.6686144,Tocilizumab
A Study to Investigate Intravenous Tocilizumab in Participants With Moderate to Severe COVID-19 Pneumonia,,-75.5241629,40.5667553,Tocilizumab
A Study to Investigate Intravenous Tocilizumab in Participants With Moderate to Severe COVID-19 Pneumonia,,-75.1507582,40.0050435,Tocilizumab
A Study to Investigate Intravenous Tocilizumab in Participants With Moderate to Severe COVID-19 Pneumonia,,-80.0040318,40.4425172,Tocilizumab
A Study to Investigate Intravenous Tocilizumab in Participants With Moderate to Severe COVID-19 Pneumonia,,-79.9478413,32.7850493,Tocilizumab
A Study to Investigate Intravenous Tocilizumab in Participants With Moderate to Severe COVID-19 Pneumonia,,-95.399568,29.7106626,Tocilizumab
A Study to Investigate Intravenous Tocilizumab in Participants With Moderate to Severe COVID-19 Pneumonia,,-95.3889518,29.702086,Tocilizumab
A Study to Investigate Intravenous Tocilizumab in Participants With Moderate to Severe COVID-19 Pneumonia,,-95.6309922,29.5891707,Tocilizumab
"A Study in Patients With COVID-19 and Respiratory Distress Not Requiring Mechanical Ventilation, to Compare Standard-of-care With Anakinra and Tocilizumab Treatment The Immunomodulation-CoV Assessment (ImmCoVA) Study",,18.030376,59.3482904,Tocilizumab
A Study to Evaluate the Efficacy and Safety of Remdesivir Plus Tocilizumab Compared With Remdesivir Plus Placebo in Hospitalized Participants With Severe COVID-19 Pneumonia,,-117.024154,32.6172649,Tocilizumab
A Study to Evaluate the Efficacy and Safety of Remdesivir Plus Tocilizumab Compared With Remdesivir Plus Placebo in Hospitalized Participants With Severe COVID-19 Pneumonia,,-90.1139717,30.0206297,Tocilizumab
A Study to Evaluate the Efficacy and Safety of Remdesivir Plus Tocilizumab Compared With Remdesivir Plus Placebo in Hospitalized Participants With Severe COVID-19 Pneumonia,,-93.7608764,32.4807365,Tocilizumab
A Study to Evaluate the Efficacy and Safety of Remdesivir Plus Tocilizumab Compared With Remdesivir Plus Placebo in Hospitalized Participants With Severe COVID-19 Pneumonia,,-71.0731311,42.3344959,Tocilizumab
A Study to Evaluate the Efficacy and Safety of Remdesivir Plus Tocilizumab Compared With Remdesivir Plus Placebo in Hospitalized Participants With Severe COVID-19 Pneumonia,,-72.6037013,42.1216158,Tocilizumab
A Study to Evaluate the Efficacy and Safety of Remdesivir Plus Tocilizumab Compared With Remdesivir Plus Placebo in Hospitalized Participants With Severe COVID-19 Pneumonia,,-74.1752203,40.7443458,Tocilizumab
A Study to Evaluate the Efficacy and Safety of Remdesivir Plus Tocilizumab Compared With Remdesivir Plus Placebo in Hospitalized Participants With Severe COVID-19 Pneumonia,,-111.87937,40.778402,Tocilizumab
Tocilizumab for the Treatment of Cytokine Release Syndrome in Patients With COVID-19 (SARS-CoV-2 Infection),,-84.3194393,33.7928615,Tocilizumab
Personalised Immunotherapy for SARS-CoV-2 (COVID-19) Associated With Organ Dysfunction,,23.6653306,38.016598,Tocilizumab
Personalised Immunotherapy for SARS-CoV-2 (COVID-19) Associated With Organ Dysfunction,,20.8424173,39.620779,Tocilizumab
Personalised Immunotherapy for SARS-CoV-2 (COVID-19) Associated With Organ Dysfunction,,21.7950459,38.2945759,Tocilizumab
Personalised Immunotherapy for SARS-CoV-2 (COVID-19) Associated With Organ Dysfunction,,23.7315473,38.014229,Tocilizumab
Personalised Immunotherapy for SARS-CoV-2 (COVID-19) Associated With Organ Dysfunction,,23.769038,37.992309,Tocilizumab
Personalised Immunotherapy for SARS-CoV-2 (COVID-19) Associated With Organ Dysfunction,,23.7275388,37.9838096,Tocilizumab
Personalised Immunotherapy for SARS-CoV-2 (COVID-19) Associated With Organ Dysfunction,,23.75975,37.9836396,Tocilizumab
Personalised Immunotherapy for SARS-CoV-2 (COVID-19) Associated With Organ Dysfunction,,23.6653306,38.016598,Tocilizumab
Personalised Immunotherapy for SARS-CoV-2 (COVID-19) Associated With Organ Dysfunction,,23.7547649,37.8480872,Tocilizumab
Personalised Immunotherapy for SARS-CoV-2 (COVID-19) Associated With Organ Dysfunction,,23.5323004,38.071821,Tocilizumab
Personalised Immunotherapy for SARS-CoV-2 (COVID-19) Associated With Organ Dysfunction,,NA,NA,Tocilizumab
Personalised Immunotherapy for SARS-CoV-2 (COVID-19) Associated With Organ Dysfunction,,22.4191254,39.6390224,Tocilizumab
Personalised Immunotherapy for SARS-CoV-2 (COVID-19) Associated With Organ Dysfunction,,23.7295198,37.9357211,Tocilizumab
Personalised Immunotherapy for SARS-CoV-2 (COVID-19) Associated With Organ Dysfunction,,22.9586356,40.6372887,Tocilizumab
Personalised Immunotherapy for SARS-CoV-2 (COVID-19) Associated With Organ Dysfunction,,22.9444191,40.6400629,Tocilizumab
Personalised Immunotherapy for SARS-CoV-2 (COVID-19) Associated With Organ Dysfunction,,22.9617339,40.6116363,Tocilizumab
Personalised Immunotherapy for SARS-CoV-2 (COVID-19) Associated With Organ Dysfunction,,22.9600672,40.629556,Tocilizumab
Checkpoint Blockade in COVID-19 Pandemic,,2.1385079,41.415745,Tocilizumab
Checkpoint Blockade in COVID-19 Pandemic,,2.174314,41.4136997,Tocilizumab
Checkpoint Blockade in COVID-19 Pandemic,,0.6134759,41.62665,Tocilizumab
Checkpoint Blockade in COVID-19 Pandemic,,-3.6951156,40.4876043,Tocilizumab
Checkpoint Blockade in COVID-19 Pandemic,,-3.6776538,40.4327229,Tocilizumab
Checkpoint Blockade in COVID-19 Pandemic,,-3.7156662,40.4894832,Tocilizumab
Checkpoint Blockade in COVID-19 Pandemic,,-0.4033429,39.4907502,Tocilizumab
Checkpoint Blockade in COVID-19 Pandemic,,-0.393695,39.4524937,Tocilizumab
Anti-il6 Treatment of Serious COVID-19 Disease With Threatening Respiratory Failure,,12.5416785,55.7121556,Tocilizumab
Anti-il6 Treatment of Serious COVID-19 Disease With Threatening Respiratory Failure,,12.326221,55.930868,Tocilizumab
Randomised Evaluation of COVID-19 Therapy,,-1.2151574,51.7516232,Tocilizumab
Study of the Efficacy and Safety of a Single Administration of Olokizumab and RPH-104 With Standard Therapy in Patients With Severe Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2) Infection (COVID-19),,37.6172999,55.755826,Tocilizumab
Study of the Efficacy and Safety of a Single Administration of Olokizumab and RPH-104 With Standard Therapy in Patients With Severe Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2) Infection (COVID-19),,37.6172999,55.755826,Tocilizumab
Study of the Efficacy and Safety of a Single Administration of Olokizumab and RPH-104 With Standard Therapy in Patients With Severe Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2) Infection (COVID-19),,37.6172999,55.755826,Tocilizumab
Study of the Efficacy and Safety of a Single Administration of Olokizumab and RPH-104 With Standard Therapy in Patients With Severe Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2) Infection (COVID-19),,37.571717,55.731551,Tocilizumab
Study of the Efficacy and Safety of a Single Administration of Olokizumab and RPH-104 With Standard Therapy in Patients With Severe Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2) Infection (COVID-19),,37.6172999,55.755826,Tocilizumab
Study of the Efficacy and Safety of a Single Administration of Olokizumab and RPH-104 With Standard Therapy in Patients With Severe Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2) Infection (COVID-19),,37.8074627,55.7984686,Tocilizumab
Study of the Efficacy and Safety of a Single Administration of Olokizumab and RPH-104 With Standard Therapy in Patients With Severe Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2) Infection (COVID-19),,37.5286696,55.7039349,Tocilizumab
Study of the Efficacy and Safety of a Single Administration of Olokizumab and RPH-104 With Standard Therapy in Patients With Severe Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2) Infection (COVID-19),,37.8074627,55.7984686,Tocilizumab
Study of the Efficacy and Safety of a Single Administration of Olokizumab and RPH-104 With Standard Therapy in Patients With Severe Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2) Infection (COVID-19),,37.6172999,55.755826,Tocilizumab
Study of the Efficacy and Safety of a Single Administration of Olokizumab and RPH-104 With Standard Therapy in Patients With Severe Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2) Infection (COVID-19),,30.3609096,59.9310584,Tocilizumab
Study of the Efficacy and Safety of a Single Administration of Olokizumab and RPH-104 With Standard Therapy in Patients With Severe Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2) Infection (COVID-19),,30.3609096,59.9310584,Tocilizumab
Treatment of COVID-19 Patients With Anti-interleukin Drugs,,3.1930172,51.2208468,Tocilizumab
Treatment of COVID-19 Patients With Anti-interleukin Drugs,,4.345909,50.8344868,Tocilizumab
Treatment of COVID-19 Patients With Anti-interleukin Drugs,,4.265892,50.813446,Tocilizumab
Treatment of COVID-19 Patients With Anti-interleukin Drugs,,4.4520234,50.8529013,Tocilizumab
Treatment of COVID-19 Patients With Anti-interleukin Drugs,,4.4108109,51.157693,Tocilizumab
Treatment of COVID-19 Patients With Anti-interleukin Drugs,,5.517904,50.957107,Tocilizumab
Treatment of COVID-19 Patients With Anti-interleukin Drugs,,3.7217947,51.0601558,Tocilizumab
Treatment of COVID-19 Patients With Anti-interleukin Drugs,,3.7261488,51.0243757,Tocilizumab
Treatment of COVID-19 Patients With Anti-interleukin Drugs,,5.3473957,50.9085411,Tocilizumab
Treatment of COVID-19 Patients With Anti-interleukin Drugs,,4.3086096,50.8878094,Tocilizumab
Treatment of COVID-19 Patients With Anti-interleukin Drugs,,4.2076091,50.477916,Tocilizumab
Treatment of COVID-19 Patients With Anti-interleukin Drugs,,5.5778565,50.6521064,Tocilizumab
Treatment of COVID-19 Patients With Anti-interleukin Drugs,,5.5919769,50.6459547,Tocilizumab
Treatment of COVID-19 Patients With Anti-interleukin Drugs,,4.5609799,50.667795,Tocilizumab
Treatment of COVID-19 Patients With Anti-interleukin Drugs,,3.1233251,50.9539257,Tocilizumab
A Study of the Effectiveness of an Off Label Mefloquine Use for the Treatment of Patients With COVID19,,37.6172999,55.755826,Tocilizumab
Low Dose Anti-inflammatory Radiotherapy for the Treatment of Pneumonia by COVID-19,,1.1232334,41.1443624,Tocilizumab
Low Dose Anti-inflammatory Radiotherapy for the Treatment of Pneumonia by COVID-19,,2.1941912,41.3838907,Tocilizumab
Low Dose Anti-inflammatory Radiotherapy for the Treatment of Pneumonia by COVID-19,,-3.6667259,40.4902031,Tocilizumab
Effect of Treatments in Patients Hospitalized for Severe COVID-19 Pneumonia: a Multicenter Cohort Study,,2.523274,48.9545206,Tocilizumab
Effect of Treatments in Patients Hospitalized for Severe COVID-19 Pneumonia: a Multicenter Cohort Study,,2.5720537,48.8984523,Tocilizumab
Evaluation of Therapeutic Effects of Melatonin by Inhibition of NLRP3 Inflammasome in COVID19 Patients,,51.3435135,35.7091321,Tocilizumab
Effectiveness and Safety of Medical Treatment for SARS-CoV-2 (COVID-19) in Colombia,,-75.2811942,2.9321351,Tocilizumab
Effectiveness and Safety of Medical Treatment for SARS-CoV-2 (COVID-19) in Colombia,,-74.0519893,4.7068994,Tocilizumab
Effectiveness and Safety of Medical Treatment for SARS-CoV-2 (COVID-19) in Colombia,,-74.0345157,4.7413984,Tocilizumab
Effectiveness and Safety of Medical Treatment for SARS-CoV-2 (COVID-19) in Colombia,,-74.0640042,4.6282546,Tocilizumab
Effectiveness and Safety of Medical Treatment for SARS-CoV-2 (COVID-19) in Colombia,,-74.1065512,4.6482242,Tocilizumab
Effectiveness and Safety of Medical Treatment for SARS-CoV-2 (COVID-19) in Colombia,,-74.0957156,4.6489485,Tocilizumab
Plasma Exchange in Patients With COVID-19 Disease and Invasive Mechanical Ventilation: a Randomized Controlled Trial,,2.1523119,41.3894436,Tocilizumab
An Open Randomized Study of Dalargin Effectiveness in Patients With Severe and Critical Manifestations of SARS-COVID-19,,37.6172999,55.755826,Tocilizumab
Ultra Low Doses of Therapy With Radiation Applicated to COVID-19,,-3.6959039,40.4369834,Tocilizumab
Ultra Low Doses of Therapy With Radiation Applicated to COVID-19,,-0.3867362,39.4607499,Tocilizumab
Study of Open Label Losartan in COVID-19,,-94.6113987,39.05635,Tocilizumab
Clinical Trial to Evaluate the Efficacy of Treatment With Hyperimmune Plasma Obtained From Convalescent Antibodies of COVID-19 Infection,,-6.1486211,36.699219,Tocilizumab
Clinical Trial to Evaluate the Efficacy of Treatment With Hyperimmune Plasma Obtained From Convalescent Antibodies of COVID-19 Infection,,-6.1515222,36.5200097,Tocilizumab
Clinical Trial to Evaluate the Efficacy of Treatment With Hyperimmune Plasma Obtained From Convalescent Antibodies of COVID-19 Infection,,-4.827745,36.5079652,Tocilizumab
Clinical Trial to Evaluate the Efficacy of Treatment With Hyperimmune Plasma Obtained From Convalescent Antibodies of COVID-19 Infection,,-2.4411846,36.8626932,Tocilizumab
Clinical Trial to Evaluate the Efficacy of Treatment With Hyperimmune Plasma Obtained From Convalescent Antibodies of COVID-19 Infection,,-6.2782299,36.5089533,Tocilizumab
Clinical Trial to Evaluate the Efficacy of Treatment With Hyperimmune Plasma Obtained From Convalescent Antibodies of COVID-19 Infection,,-3.6099419,37.1885496,Tocilizumab
Clinical Trial to Evaluate the Efficacy of Treatment With Hyperimmune Plasma Obtained From Convalescent Antibodies of COVID-19 Infection,,-3.6050952,37.1466315,Tocilizumab
Clinical Trial to Evaluate the Efficacy of Treatment With Hyperimmune Plasma Obtained From Convalescent Antibodies of COVID-19 Infection,,-6.926967,37.2798933,Tocilizumab
Clinical Trial to Evaluate the Efficacy of Treatment With Hyperimmune Plasma Obtained From Convalescent Antibodies of COVID-19 Infection,,-4.4498416,36.7231736,Tocilizumab
Clinical Trial to Evaluate the Efficacy of Treatment With Hyperimmune Plasma Obtained From Convalescent Antibodies of COVID-19 Infection,,-4.4780498,36.7183379,Tocilizumab
Clinical Trial to Evaluate the Efficacy of Treatment With Hyperimmune Plasma Obtained From Convalescent Antibodies of COVID-19 Infection,,-5.986478,37.4065718,Tocilizumab
Clinical Trial to Evaluate the Efficacy of Treatment With Hyperimmune Plasma Obtained From Convalescent Antibodies of COVID-19 Infection,,-5.9803696,37.3618418,Tocilizumab
Clinical Trial to Evaluate the Efficacy of Treatment With Hyperimmune Plasma Obtained From Convalescent Antibodies of COVID-19 Infection,,-5.9712578,37.3188416,Tocilizumab
Clinical Trial to Evaluate the Efficacy of Treatment With Hyperimmune Plasma Obtained From Convalescent Antibodies of COVID-19 Infection,,-5.9691386,37.3816501,Tocilizumab
Hyperimmune Convalescent Plasma in Moderate and Severe COVID-19 Disease,,-77.1043789,39.0025272,Tocilizumab
Conestat Alfa in the Prevention of Severe SARS-CoV-2 Infection in Hospitalized Patients With COVID-19,,7.5830579,47.5621796,Tocilizumab
Hydroxychloroquine Azithromycin COVID-19 Pregnancy Trial,,5.3933001,43.2753932,HCQ + Azithromycin
Hydroxychloroquine Plus Azithromycin Versus Hydroxychloroquine for COVID-19 Pneumonia (COVIDOC Trial),,3.8248185,43.6363429,HCQ + Azithromycin
Hydroxychloroquine vs. Azithromycin for Hospitalized Patients With Suspected or Confirmed COVID-19,,-111.8950267,40.6579289,HCQ + Azithromycin
Hydroxychloroquine vs. Azithromycin for Hospitalized Patients With Suspected or Confirmed COVID-19,,-111.8421021,40.7649368,HCQ + Azithromycin
Randomized Comparison of Combination Azithromycin and Hydroxychloroquine vs. Hydroxychloroquine Alone for the Treatment of Confirmed COVID-19,,-74.3036941,40.7637521,HCQ + Azithromycin
Randomized Comparison of Combination Azithromycin and Hydroxychloroquine vs. Hydroxychloroquine Alone for the Treatment of Confirmed COVID-19,,-73.9854333,40.2954704,HCQ + Azithromycin
Randomized Comparison of Combination Azithromycin and Hydroxychloroquine vs. Hydroxychloroquine Alone for the Treatment of Confirmed COVID-19,,-74.4656519,40.7894006,HCQ + Azithromycin
Randomized Comparison of Combination Azithromycin and Hydroxychloroquine vs. Hydroxychloroquine Alone for the Treatment of Confirmed COVID-19,,-74.450131,40.4952121,HCQ + Azithromycin
Randomized Comparison of Combination Azithromycin and Hydroxychloroquine vs. Hydroxychloroquine Alone for the Treatment of Confirmed COVID-19,,-74.4486555,40.4965117,HCQ + Azithromycin
Randomized Comparison of Combination Azithromycin and Hydroxychloroquine vs. Hydroxychloroquine Alone for the Treatment of Confirmed COVID-19,,-74.1910884,40.7406294,HCQ + Azithromycin
Randomized Comparison of Combination Azithromycin and Hydroxychloroquine vs. Hydroxychloroquine Alone for the Treatment of Confirmed COVID-19,,-74.3536318,40.7127936,HCQ + Azithromycin
Hydroxychloroquine vs. Azithromycin for Outpatients in Utah With COVID-19,,-111.8950267,40.6579289,HCQ + Azithromycin
Hydroxychloroquine vs. Azithromycin for Outpatients in Utah With COVID-19,,-111.8421021,40.7649368,HCQ + Azithromycin
Hydroxychloroquine Monotherapy and in Combination With Azithromycin in Patients With Moderate and Severe COVID-19 Disease,,-118.2436849,34.0522342,HCQ + Azithromycin
Hydroxychloroquine Monotherapy and in Combination With Azithromycin in Patients With Moderate and Severe COVID-19 Disease,,-122.3955966,37.7689296,HCQ + Azithromycin
Hydroxychloroquine Monotherapy and in Combination With Azithromycin in Patients With Moderate and Severe COVID-19 Disease,,-82.3248262,29.6516344,HCQ + Azithromycin
Hydroxychloroquine Monotherapy and in Combination With Azithromycin in Patients With Moderate and Severe COVID-19 Disease,,-87.6276182,41.8886599,HCQ + Azithromycin
Hydroxychloroquine Monotherapy and in Combination With Azithromycin in Patients With Moderate and Severe COVID-19 Disease,,-91.1871466,30.4514677,HCQ + Azithromycin
Hydroxychloroquine Monotherapy and in Combination With Azithromycin in Patients With Moderate and Severe COVID-19 Disease,,-76.6121893,39.2903848,HCQ + Azithromycin
Hydroxychloroquine Monotherapy and in Combination With Azithromycin in Patients With Moderate and Severe COVID-19 Disease,,-76.6121893,39.2903848,HCQ + Azithromycin
Hydroxychloroquine Monotherapy and in Combination With Azithromycin in Patients With Moderate and Severe COVID-19 Disease,,-92.3340724,38.9517053,HCQ + Azithromycin
Hydroxychloroquine Monotherapy and in Combination With Azithromycin in Patients With Moderate and Severe COVID-19 Disease,,-79.0558445,35.9131996,HCQ + Azithromycin
Hydroxychloroquine Monotherapy and in Combination With Azithromycin in Patients With Moderate and Severe COVID-19 Disease,,-122.3320708,47.6062095,HCQ + Azithromycin
Safety and Efficacy of Hydroxychloroquine Associated With Azithromycin in SARS-Cov-2 Virus (COVID-19),,-38.9404,-12.277271,HCQ + Azithromycin
Safety and Efficacy of Hydroxychloroquine Associated With Azithromycin in SARS-Cov-2 Virus (COVID-19),,-38.4959327,-12.9572223,HCQ + Azithromycin
Safety and Efficacy of Hydroxychloroquine Associated With Azithromycin in SARS-Cov-2 Virus (COVID-19),,-40.8460076,-14.8626279,HCQ + Azithromycin
Safety and Efficacy of Hydroxychloroquine Associated With Azithromycin in SARS-Cov-2 Virus (COVID-19),,-40.8502201,-14.8789474,HCQ + Azithromycin
Safety and Efficacy of Hydroxychloroquine Associated With Azithromycin in SARS-Cov-2 Virus (COVID-19),,-47.8699039,-15.7651574,HCQ + Azithromycin
Safety and Efficacy of Hydroxychloroquine Associated With Azithromycin in SARS-Cov-2 Virus (COVID-19),,-47.9357361,-15.802223,HCQ + Azithromycin
Safety and Efficacy of Hydroxychloroquine Associated With Azithromycin in SARS-Cov-2 Virus (COVID-19),,-40.6296641,-19.5400456,HCQ + Azithromycin
Safety and Efficacy of Hydroxychloroquine Associated With Azithromycin in SARS-Cov-2 Virus (COVID-19),,-43.9441692,-19.9803381,HCQ + Azithromycin
Safety and Efficacy of Hydroxychloroquine Associated With Azithromycin in SARS-Cov-2 Virus (COVID-19),,-44.2578585,-21.1356146,HCQ + Azithromycin
Safety and Efficacy of Hydroxychloroquine Associated With Azithromycin in SARS-Cov-2 Virus (COVID-19),,-51.1606506,-23.3266892,HCQ + Azithromycin
Safety and Efficacy of Hydroxychloroquine Associated With Azithromycin in SARS-Cov-2 Virus (COVID-19),,-43.1876578,-22.913457,HCQ + Azithromycin
Safety and Efficacy of Hydroxychloroquine Associated With Azithromycin in SARS-Cov-2 Virus (COVID-19),,-51.1562243,-29.1611805,HCQ + Azithromycin
Safety and Efficacy of Hydroxychloroquine Associated With Azithromycin in SARS-Cov-2 Virus (COVID-19),,-51.2214794,-30.0309242,HCQ + Azithromycin
