Clinical Trial Title,NCT number,Trial Locations,lng,lat,Drug
Tocilizumab in COVID-19 Pneumonia (TOCIVID-19),NCT04317092,"ASST Sette Laghi (U.O.C. Anestesia e Rianimazione Neurochirurgica e Generale), Varese, Italy",8.8412594,45.8074471,Tocilizumab
Tocilizumab in COVID-19 Pneumonia (TOCIVID-19),NCT04317092,"ASST Sette Laghi (U.O.C. Malattie Infettive e Tropicali), Varese, Italy",8.8412594,45.8074471,Tocilizumab
Tocilizumab in COVID-19 Pneumonia (TOCIVID-19),NCT04317092,"A.O.U. Integrata di Verona (Dip. Malattie Infettive), Verona, Italy",10.9856288,45.4521332,Tocilizumab
Tocilizumab in COVID-19 Pneumonia (TOCIVID-19),NCT04317092,"Ospedale Magalini (U.O. Malattie Infettive), Villafranca Di Verona, Italy",10.8394968,45.3474616,Tocilizumab
Study to Evaluate the Efficacy and Safety of Tocilizumab Versus Corticosteroids in Hospitalised COVID-19 Patients With High Risk of Progression,NCT04345445,"University Malaya Medical Centre, Kuala Lumpur, Malaysia",101.6528322,3.1137086,Tocilizumab
"Tocilizumab to Prevent Clinical Decompensation in Hospitalized, Non-critically Ill Patients With COVID-19 Pneumonitis",NCT04331795,"University of Chicago Medicine, Chicago, Illinois, United States",-87.6042591,41.7887967,Tocilizumab
A RCT - Safety & Efficacy of Tocilizumab - Tx of Severe COVID-19: ARCHITECTS,NCT04412772,"Queen's Medical Center, Honolulu, Hawaii, United States",-157.8538531,21.3085481,Tocilizumab
The Use of Tocilizumab in the Management of Patients Who Have Severe COVID-19 With Suspected Pulmonary Hyperinflammation,NCT04377750,"Hadassah Medical Orginisation, Jerusalem, Please Select:, Israel",35.1494106,31.7649503,Tocilizumab
The Use of Tocilizumab in the Management of Patients Who Have Severe COVID-19 With Suspected Pulmonary Hyperinflammation,NCT04377750,"Barzilai Medical Center, Ashkelon, Israel",34.5592871,31.6622785,Tocilizumab
The Use of Tocilizumab in the Management of Patients Who Have Severe COVID-19 With Suspected Pulmonary Hyperinflammation,NCT04377750,"Wolfson Medical Center, H̱olon, Israel",34.7627074,32.0360309,Tocilizumab
The Use of Tocilizumab in the Management of Patients Who Have Severe COVID-19 With Suspected Pulmonary Hyperinflammation,NCT04377750,"Sheba Medical Center, Ramat Gan, Israel",34.842852,32.04671,Tocilizumab
"Assessment of Efficacy and Safety of Tocilizumab Compared to DefeROxamine, Associated With Standards Treatments in COVID-19 (+) Patients Hospitalized In Intensive Care in Tunisia",NCT04361032,"Eshmoun Clinical Research Centre/ Hôpital Abderrahmane Mami-Ariana, Ariana, Tunisia",10.1782429,36.8698022,Tocilizumab
Serum IL-6 and Soluble IL-6 Receptor in Severe COVID-19 Pneumonia Treated With Tocilizumab,NCT04359667,"University Hospital for Infectious Diseases ""Dr Fran Mihaljevic"", Zagreb, Croatia",15.9801721,45.8297653,Tocilizumab
"Clinical Trial of Combined Use of Hydroxychloroquine, Azithromycin, and Tocilizumab for the Treatment of COVID-19",NCT04332094,"Hospital de la Santa Creu i Sant Pau, Barcelona, Spain",2.174314,41.4136997,Tocilizumab
Tocilizumab for Prevention of Respiratory Failure in Patients With Severe COVID-19 Infection,NCT04377659,"Memorial Sloan Kettering Cancer Center, New York, New York, United States",-73.9634264,40.7646529,Tocilizumab
"An Open Randomized Therapeutic Trial Using ANAKINRA, TOCILIZUMAB Alone or in Association With RUXOLITINIB in Severe Stage 2b and 3 of COVID19-associated Disease",NCT04424056,"Assistance Publique Hôpitaux de Marseille, Marseille, France",5.3938612,43.2910081,Tocilizumab
Efficacy of Early Administration of Tocilizumab in COVID-19 Patients,NCT04346355,"Ospedale di Guastalla, Guastalla, RE, Italy",10.6672675,44.919041,Tocilizumab
Efficacy of Early Administration of Tocilizumab in COVID-19 Patients,NCT04346355,"Azienda Unità Sanitaria Locale-IRCCS di Reggio Emilia, Reggio Emilia, RE, Italy",10.4497879,44.7060814,Tocilizumab
Efficacy of Early Administration of Tocilizumab in COVID-19 Patients,NCT04346355,"Azienda Ospedaliera SS. Antonio e Biagio e Cesare Arrigo, Alessandria, Italy",8.6214506,44.9152712,Tocilizumab
Efficacy of Early Administration of Tocilizumab in COVID-19 Patients,NCT04346355,"Policlinico Sant'Orsola Malpighi, Bologna, Italy",11.3604497,44.4927201,Tocilizumab
Efficacy of Early Administration of Tocilizumab in COVID-19 Patients,NCT04346355,"ASST Cremona, Cremona, Italy",10.0523058,45.1300126,Tocilizumab
Efficacy of Early Administration of Tocilizumab in COVID-19 Patients,NCT04346355,"Azienda Ospedaliera S. Croce e Carle, Cuneo, Italy",7.5366136,44.3853584,Tocilizumab
Efficacy of Early Administration of Tocilizumab in COVID-19 Patients,NCT04346355,"Azienda Ospedaliero Universitaria Ferrara, Ferrara, Italy",11.6963026,44.7998971,Tocilizumab
Efficacy of Early Administration of Tocilizumab in COVID-19 Patients,NCT04346355,"Azienda Ospedaliero Universitaria Careggi, Firenze, Italy",11.2476977,43.8072701,Tocilizumab
Efficacy of Early Administration of Tocilizumab in COVID-19 Patients,NCT04346355,"Ospedale Evangelico Internazionale di Genova, Genova, Italy",8.9429838,44.414108,Tocilizumab
Efficacy of Early Administration of Tocilizumab in COVID-19 Patients,NCT04346355,"Azienda Sociosanitaria ASL 1 ,Imperia, Imperia, Italy",8.0119012,43.8802392,Tocilizumab
Efficacy of Early Administration of Tocilizumab in COVID-19 Patients,NCT04346355,"Azienda Sociosanitaria ASL 5 La Spezia, La Spezia, Italy",9.8320678,44.1118233,Tocilizumab
Efficacy of Early Administration of Tocilizumab in COVID-19 Patients,NCT04346355,"ASST Mantova - Ospedale Carlo Poma, Mantova, Italy",10.7732402,45.1448334,Tocilizumab
Efficacy of Early Administration of Tocilizumab in COVID-19 Patients,NCT04346355,"IRCCS Istituto Auxologico Italiano Milano, Milano, Italy",9.145011,45.471875,Tocilizumab
Efficacy of Early Administration of Tocilizumab in COVID-19 Patients,NCT04346355,"Azienda Ospedaliero-Universitaria ""Maggiore della Carità"" di Novara, Novara, Italy",8.621987,45.4420038,Tocilizumab
Efficacy of Early Administration of Tocilizumab in COVID-19 Patients,NCT04346355,"Ospedali Riuniti Padova Sud - ULSS 6 Euganea, Padova, Italy",11.8846965,45.4127245,Tocilizumab
Efficacy of Early Administration of Tocilizumab in COVID-19 Patients,NCT04346355,"Azienda Ospedaliero-Universitaria Parma, Parma, Italy",10.3083481,44.8016341,Tocilizumab
Efficacy of Early Administration of Tocilizumab in COVID-19 Patients,NCT04346355,"Azienda Unità Sanitaria Locale di Piacenza, Piacenza, Italy",9.7000319,45.0570706,Tocilizumab
Efficacy of Early Administration of Tocilizumab in COVID-19 Patients,NCT04346355,"Azienda Ospedaliera Universitaria Pisana, Pisa, Italy",10.4432297,43.7064336,Tocilizumab
Efficacy of Early Administration of Tocilizumab in COVID-19 Patients,NCT04346355,"AO Ordine Mauriziano di Torino, Torino, Italy",7.6649541,45.0524366,Tocilizumab
Efficacy of Early Administration of Tocilizumab in COVID-19 Patients,NCT04346355,"ASST Bergamo Ovest -Treviglio, Treviglio, Italy",9.6111994,45.5101004,Tocilizumab
Efficacy of Early Administration of Tocilizumab in COVID-19 Patients,NCT04346355,"AULSS 2 Marca Trevigiana, Treviso, Italy",12.2644188,45.6612591,Tocilizumab
Efficacy of Early Administration of Tocilizumab in COVID-19 Patients,NCT04346355,"AULSS2 Marca Trevigiana - Ospedale Vittorio Veneto, Treviso, Italy",12.3197938,45.9873685,Tocilizumab
Efficacy of Early Administration of Tocilizumab in COVID-19 Patients,NCT04346355,"AULSS 3 Serenissima Ospedale ""Dell'Angelo"", Venezia, Italy",12.2232083,45.513721,Tocilizumab
Efficacy of Early Administration of Tocilizumab in COVID-19 Patients,NCT04346355,"Azienda Ospedaliera Universitaria Integrata di Verona, Verona, Italy",10.9856288,45.4521332,Tocilizumab
Efficacy of Early Administration of Tocilizumab in COVID-19 Patients,NCT04346355,"IRCCS Sacro Cuore Don Calabria, Verona, Italy",10.9359529,45.5303486,Tocilizumab
Tocilizumab in the Treatment of Coronavirus Induced Disease (COVID-19),NCT04335071,"University Hospital Bern (Inselspital), Bern, Switzerland",7.4247343,46.9472676,Tocilizumab
Tocilizumab in the Treatment of Coronavirus Induced Disease (COVID-19),NCT04335071,"Centre Hospitalier Universitaire Vaudois (CHUV), Lausanne, Switzerland",6.6424293,46.5249174,Tocilizumab
Tocilizumab in the Treatment of Coronavirus Induced Disease (COVID-19),NCT04335071,"Ospedale Regionale di Lugano (EOC), Viganello, Switzerland",8.9606,46.0098198,Tocilizumab
Tocilizumab in the Treatment of Coronavirus Induced Disease (COVID-19),NCT04335071,"University Hospital Zurich, Zurich, Switzerland",8.5491775,47.3766158,Tocilizumab
"A Study in Patients With COVID-19 and Respiratory Distress Not Requiring Mechanical Ventilation, to Compare Standard-of-care With Anakinra and Tocilizumab Treatment The Immunomodulation-CoV Assessment (ImmCoVA) Study",NCT04412291,"Karolinska University Hospital, Huddinge, Stockholm, Sweden",18.030376,59.3482904,Tocilizumab
Safety and Efficacy of Tocilizumab in Moderate to Severe COVID-19 With Inflammatory Markers,NCT04403685,"UNIFESP, São Paulo, Sao Paulo, Brazil",-46.6489943,-23.5916438,Tocilizumab
Safety and Efficacy of Tocilizumab in Moderate to Severe COVID-19 With Inflammatory Markers,NCT04403685,"HCOR -Hospital do Coracao, Sao Paulo, SP, Brazil",-46.6436478,-23.5729864,Tocilizumab
Safety and Efficacy of Tocilizumab in Moderate to Severe COVID-19 With Inflammatory Markers,NCT04403685,"HAOC - Hospital Alemao Oswaldo Cruz, Sao Paulo, Brazil",-46.6435635,-23.5690595,Tocilizumab
Safety and Efficacy of Tocilizumab in Moderate to Severe COVID-19 With Inflammatory Markers,NCT04403685,"Beneficência Portuguesa de Sao Paulo, Sao Paulo, Brazil",-46.6419505,-23.5664177,Tocilizumab
Safety and Efficacy of Tocilizumab in Moderate to Severe COVID-19 With Inflammatory Markers,NCT04403685,"HAOC - Hospital Alemao Oswaldo Cruz - unidade Vergueiro, Sao Paulo, Brazil",-46.638029,-23.562,Tocilizumab
Safety and Efficacy of Tocilizumab in Moderate to Severe COVID-19 With Inflammatory Markers,NCT04403685,"HIAE - Hospital Israelita Albert Einstein, Sao Paulo, Brazil",-46.7152547,-23.5999606,Tocilizumab
Safety and Efficacy of Tocilizumab in Moderate to Severe COVID-19 With Inflammatory Markers,NCT04403685,"HSL - Hospital Sírio Libanês, Sao Paulo, Brazil",-46.6537114,-23.5572749,Tocilizumab
Efficacy of Tocilizumab on Patients With COVID-19,NCT04356937,"Massachusetts General Hospital, Boston, Massachusetts, United States",-71.067566,42.3626109,Tocilizumab
A Study to Evaluate the Efficacy and Safety of Tocilizumab in Hospitalized Participants With COVID-19 Pneumonia,NCT04372186,"Banner - University Medical Center Phoenix; In-Patient Pharmacy, Phoenix, Arizona, United States",-112.0575015,33.4646895,Tocilizumab
A Study to Evaluate the Efficacy and Safety of Tocilizumab in Hospitalized Participants With COVID-19 Pneumonia,NCT04372186,"Univ of AZ Coll of Med, Tucson, Arizona, United States",-110.9461054,32.2410865,Tocilizumab
A Study to Evaluate the Efficacy and Safety of Tocilizumab in Hospitalized Participants With COVID-19 Pneumonia,NCT04372186,"Scripps Mercy Hospital, Chula Vista, California, United States",-117.083637,32.633558,Tocilizumab
A Study to Evaluate the Efficacy and Safety of Tocilizumab in Hospitalized Participants With COVID-19 Pneumonia,NCT04372186,"El Centro Regional Medical Center, El Centro, California, United States",-115.5684684,32.7802257,Tocilizumab
A Study to Evaluate the Efficacy and Safety of Tocilizumab in Hospitalized Participants With COVID-19 Pneumonia,NCT04372186,"eStudySite, La Mesa, California, United States",-117.0094774,32.7804422,Tocilizumab
A Study to Evaluate the Efficacy and Safety of Tocilizumab in Hospitalized Participants With COVID-19 Pneumonia,NCT04372186,"Riverside University Health System-Medical Center, Moreno Valley, California, United States",-117.1960044,33.9121778,Tocilizumab
A Study to Evaluate the Efficacy and Safety of Tocilizumab in Hospitalized Participants With COVID-19 Pneumonia,NCT04372186,"Highland Hospital Oakland, Oakland, California, United States",-122.2321344,37.7989017,Tocilizumab
A Study to Evaluate the Efficacy and Safety of Tocilizumab in Hospitalized Participants With COVID-19 Pneumonia,NCT04372186,"San Leandro Hospital; Inpatient Pharmacy, San Leandro, California, United States",-122.1428781,37.7127151,Tocilizumab
A Study to Evaluate the Efficacy and Safety of Tocilizumab in Hospitalized Participants With COVID-19 Pneumonia,NCT04372186,"Yale University School Of Medicine, New Haven, Connecticut, United States",-72.9338698,41.30323,Tocilizumab
A Study to Evaluate the Efficacy and Safety of Tocilizumab in Hospitalized Participants With COVID-19 Pneumonia,NCT04372186,"Howard University, Washington, District of Columbia, United States",-77.0204624,38.9212171,Tocilizumab
A Study to Evaluate the Efficacy and Safety of Tocilizumab in Hospitalized Participants With COVID-19 Pneumonia,NCT04372186,"Westchester General Hospital, Miami, Florida, United States",-80.3176547,25.747314,Tocilizumab
A Study to Evaluate the Efficacy and Safety of Tocilizumab in Hospitalized Participants With COVID-19 Pneumonia,NCT04372186,"Columbus Regional Research Institute, Columbus, Georgia, United States",-84.9600928,32.5268217,Tocilizumab
A Study to Evaluate the Efficacy and Safety of Tocilizumab in Hospitalized Participants With COVID-19 Pneumonia,NCT04372186,"Uni of Kansas Medical Center, Kansas City, Kansas, United States",-94.6113987,39.05635,Tocilizumab
A Study to Evaluate the Efficacy and Safety of Tocilizumab in Hospitalized Participants With COVID-19 Pneumonia,NCT04372186,"Ochsner Clinic, New Orleans, Louisiana, United States",-90.1436859,29.9631002,Tocilizumab
A Study to Evaluate the Efficacy and Safety of Tocilizumab in Hospitalized Participants With COVID-19 Pneumonia,NCT04372186,"LSU-Shreveport, Shreveport, Louisiana, United States",-93.7034604,32.4284824,Tocilizumab
A Study to Evaluate the Efficacy and Safety of Tocilizumab in Hospitalized Participants With COVID-19 Pneumonia,NCT04372186,"Holy Cross Germantown Hospital, Germantown, Maryland, United States",-77.2424097,39.1817574,Tocilizumab
A Study to Evaluate the Efficacy and Safety of Tocilizumab in Hospitalized Participants With COVID-19 Pneumonia,NCT04372186,"Holy Cross Hospital, Silver Spring, Maryland, United States",-77.0347487,39.0147079,Tocilizumab
A Study to Evaluate the Efficacy and Safety of Tocilizumab in Hospitalized Participants With COVID-19 Pneumonia,NCT04372186,"Henry Ford Health System, Detroit, Michigan, United States",-83.0758102,42.3635022,Tocilizumab
A Study to Evaluate the Efficacy and Safety of Tocilizumab in Hospitalized Participants With COVID-19 Pneumonia,NCT04372186,"Optum Health Care, Las Vegas, Nevada, United States",-115.122352,36.114124,Tocilizumab
A Study to Evaluate the Efficacy and Safety of Tocilizumab in Hospitalized Participants With COVID-19 Pneumonia,NCT04372186,"St. Joseph'S Regional Medical Center, Paterson, New Jersey, United States",-74.1653704,40.9028953,Tocilizumab
A Study to Evaluate the Efficacy and Safety of Tocilizumab in Hospitalized Participants With COVID-19 Pneumonia,NCT04372186,"San Juan Oncology Associates, Farmington, New Mexico, United States",-108.2160998,36.7265744,Tocilizumab
A Study to Evaluate the Efficacy and Safety of Tocilizumab in Hospitalized Participants With COVID-19 Pneumonia,NCT04372186,"St. Barnabas Hospital, Bronx, New York, United States",-73.8913311,40.8529975,Tocilizumab
A Study to Evaluate the Efficacy and Safety of Tocilizumab in Hospitalized Participants With COVID-19 Pneumonia,NCT04372186,"Kings County Hospital Center, Brooklyn, New York, United States",-73.9439771,40.656587,Tocilizumab
A Study to Evaluate the Efficacy and Safety of Tocilizumab in Hospitalized Participants With COVID-19 Pneumonia,NCT04372186,"SUNY Downstate Medical Center., Brooklyn, New York, United States",-73.9456988,40.6552934,Tocilizumab
A Study to Evaluate the Efficacy and Safety of Tocilizumab in Hospitalized Participants With COVID-19 Pneumonia,NCT04372186,"Elmhurst Hospital Center, Elmhurst, New York, United States",-73.8857314,40.7451694,Tocilizumab
A Study to Evaluate the Efficacy and Safety of Tocilizumab in Hospitalized Participants With COVID-19 Pneumonia,NCT04372186,"Flushing Hospital, Flushing, New York, United States",-73.8166076,40.7551189,Tocilizumab
A Study to Evaluate the Efficacy and Safety of Tocilizumab in Hospitalized Participants With COVID-19 Pneumonia,NCT04372186,"Jamaica Hospital Medical Center, Jamaica, New York, United States",-73.8166244,40.7003783,Tocilizumab
A Study to Evaluate the Efficacy and Safety of Tocilizumab in Hospitalized Participants With COVID-19 Pneumonia,NCT04372186,"Harlem Hospital, New York, New York, United States",-73.9395087,40.8143104,Tocilizumab
A Study to Evaluate the Efficacy and Safety of Tocilizumab in Hospitalized Participants With COVID-19 Pneumonia,NCT04372186,"Canton-Potsdam Hospital, Potsdam, New York, United States",-74.9825672,44.6764714,Tocilizumab
A Study to Evaluate the Efficacy and Safety of Tocilizumab in Hospitalized Participants With COVID-19 Pneumonia,NCT04372186,"Temple University Hospital, Philadelphia, Pennsylvania, United States",-75.1507582,40.0050435,Tocilizumab
A Study to Evaluate the Efficacy and Safety of Tocilizumab in Hospitalized Participants With COVID-19 Pneumonia,NCT04372186,"Sanford Health System, Sioux Falls, South Dakota, United States",-96.7431672,43.5356179,Tocilizumab
A Study to Evaluate the Efficacy and Safety of Tocilizumab in Hospitalized Participants With COVID-19 Pneumonia,NCT04372186,"Froedtert and The Medical College of Wisconsin, Milwaukee, Wisconsin, United States",-88.0706558,43.1751518,Tocilizumab
A Study to Evaluate the Safety and Efficacy of Tocilizumab in Patients With Severe COVID-19 Pneumonia,NCT04320615,"University of California San Diego, La Jolla, California, United States",-117.2340135,32.8800604,Tocilizumab
A Study to Evaluate the Safety and Efficacy of Tocilizumab in Patients With Severe COVID-19 Pneumonia,NCT04320615,"eStudySite, La Mesa, California, United States",-117.0094774,32.7804422,Tocilizumab
A Study to Evaluate the Safety and Efficacy of Tocilizumab in Patients With Severe COVID-19 Pneumonia,NCT04320615,"David Geffen School of Medicine UCLA, Los Angeles, California, United States",-118.4423562,34.0642829,Tocilizumab
A Study to Evaluate the Safety and Efficacy of Tocilizumab in Patients With Severe COVID-19 Pneumonia,NCT04320615,"Stanford University, Stanford, California, United States",-122.169719,37.4274745,Tocilizumab
A Study to Evaluate the Safety and Efficacy of Tocilizumab in Patients With Severe COVID-19 Pneumonia,NCT04320615,"Denver Health Medical Center, Denver, Colorado, United States",-104.9910801,39.7282404,Tocilizumab
A Study to Evaluate the Safety and Efficacy of Tocilizumab in Patients With Severe COVID-19 Pneumonia,NCT04320615,"University of Miami Miller School of Medicine, Miami, Florida, United States",-80.2119928,25.7904064,Tocilizumab
A Study to Evaluate the Safety and Efficacy of Tocilizumab in Patients With Severe COVID-19 Pneumonia,NCT04320615,"Rush University Medical Center, Chicago, Illinois, United States",-87.6674637,41.8747917,Tocilizumab
A Study to Evaluate the Safety and Efficacy of Tocilizumab in Patients With Severe COVID-19 Pneumonia,NCT04320615,"University of Chicago, Chicago, Illinois, United States",-87.5987133,41.7886079,Tocilizumab
A Study to Evaluate the Safety and Efficacy of Tocilizumab in Patients With Severe COVID-19 Pneumonia,NCT04320615,"Ochsner Clinic Foundation, Baton Rouge, Louisiana, United States",-90.9999851,30.442823,Tocilizumab
A Study to Evaluate the Safety and Efficacy of Tocilizumab in Patients With Severe COVID-19 Pneumonia,NCT04320615,"Baystate Health System, Springfield, Massachusetts, United States",-72.6037013,42.1216158,Tocilizumab
A Study to Evaluate the Safety and Efficacy of Tocilizumab in Patients With Severe COVID-19 Pneumonia,NCT04320615,"Mayo Clinic - PPDS, Rochester, Minnesota, United States",-92.4668833,44.0226255,Tocilizumab
A Study to Evaluate the Safety and Efficacy of Tocilizumab in Patients With Severe COVID-19 Pneumonia,NCT04320615,"Hackensack University Medical Center, Hackensack, New Jersey, United States",-74.0564882,40.8840343,Tocilizumab
A Study to Evaluate the Safety and Efficacy of Tocilizumab in Patients With Severe COVID-19 Pneumonia,NCT04320615,"Robert Wood Johnson University Hospital/Rutgers, New Brunswick, New Jersey, United States",-74.450131,40.4952121,Tocilizumab
A Study to Evaluate the Safety and Efficacy of Tocilizumab in Patients With Severe COVID-19 Pneumonia,NCT04320615,"James J Peters Veterans Administration Medical Center - NAVREF, Bronx, New York, United States",-73.9064045,40.8674032,Tocilizumab
A Study to Evaluate the Safety and Efficacy of Tocilizumab in Patients With Severe COVID-19 Pneumonia,NCT04320615,"Duke University Medical Center, Durham, North Carolina, United States",-78.9371331,36.0058487,Tocilizumab
A Study to Evaluate the Safety and Efficacy of Tocilizumab in Patients With Severe COVID-19 Pneumonia,NCT04320615,"Cleveland Clinic Foundation; Pulmonary, Allergy & Critical Care Medicine, Cleveland, Ohio, United States",-81.6211125,41.5025982,Tocilizumab
A Study to Evaluate the Safety and Efficacy of Tocilizumab in Patients With Severe COVID-19 Pneumonia,NCT04320615,"Thomas Jefferson University, Philadelphia, Pennsylvania, United States",-75.1560106,39.9478658,Tocilizumab
A Study to Evaluate the Safety and Efficacy of Tocilizumab in Patients With Severe COVID-19 Pneumonia,NCT04320615,"Baylor St. Luke's Medical Center, Houston, Texas, United States",-95.4006224,29.7077057,Tocilizumab
A Study to Evaluate the Safety and Efficacy of Tocilizumab in Patients With Severe COVID-19 Pneumonia,NCT04320615,"Ben Taub General Hospital - HCHD, Houston, Texas, United States",-95.3933462,29.7106406,Tocilizumab
A Study to Evaluate the Safety and Efficacy of Tocilizumab in Patients With Severe COVID-19 Pneumonia,NCT04320615,"Intermountain Medical Group, Saint George, Utah, United States",-113.5539707,37.0968017,Tocilizumab
A Study to Evaluate the Safety and Efficacy of Tocilizumab in Patients With Severe COVID-19 Pneumonia,NCT04320615,"Intermountain LDS Hospital, Salt Lake City, Utah, United States",-111.87937,40.778402,Tocilizumab
A Study to Evaluate the Safety and Efficacy of Tocilizumab in Patients With Severe COVID-19 Pneumonia,NCT04320615,"Evergreen Health Infectious Disease, Kirkland, Washington, United States",-122.1786164,47.715878,Tocilizumab
A Study to Evaluate the Safety and Efficacy of Tocilizumab in Patients With Severe COVID-19 Pneumonia,NCT04320615,"Swedish Hospital Medical Center, Seattle, Washington, United States",-122.3795882,47.667469,Tocilizumab
A Study to Evaluate the Safety and Efficacy of Tocilizumab in Patients With Severe COVID-19 Pneumonia,NCT04320615,"Hamilton General Hospital; Pharmacy, Hamilton, Ontario, Canada",-79.8540916,43.2624646,Tocilizumab
A Study to Evaluate the Safety and Efficacy of Tocilizumab in Patients With Severe COVID-19 Pneumonia,NCT04320615,"St. Joseph's Healthcare Hamilton, Hamilton, Ontario, Canada",-79.7743193,43.2218746,Tocilizumab
A Study to Evaluate the Safety and Efficacy of Tocilizumab in Patients With Severe COVID-19 Pneumonia,NCT04320615,"University Health Network, Toronto, Ontario, Canada",-79.3876181,43.6598777,Tocilizumab
A Study to Evaluate the Safety and Efficacy of Tocilizumab in Patients With Severe COVID-19 Pneumonia,NCT04320615,"Clinical Research Institute of Montreal, Montreal, Quebec, Canada",-73.5761859,45.513589,Tocilizumab
A Study to Evaluate the Safety and Efficacy of Tocilizumab in Patients With Severe COVID-19 Pneumonia,NCT04320615,"Rigshospitalet Copenhagen University Hospital, Copenhagen, Denmark",12.5667877,55.6960841,Tocilizumab
A Study to Evaluate the Safety and Efficacy of Tocilizumab in Patients With Severe COVID-19 Pneumonia,NCT04320615,"Hvidovre Hospital, Hvidovre, Denmark",12.470292,55.648779,Tocilizumab
A Study to Evaluate the Safety and Efficacy of Tocilizumab in Patients With Severe COVID-19 Pneumonia,NCT04320615,"Odense Universitetshospital, Odense C, Denmark",10.3675736,55.3850091,Tocilizumab
A Study to Evaluate the Safety and Efficacy of Tocilizumab in Patients With Severe COVID-19 Pneumonia,NCT04320615,"Sjællands Universitetshospital, Roskilde, Roskilde, Denmark",12.0903485,55.6361646,Tocilizumab
A Study to Evaluate the Safety and Efficacy of Tocilizumab in Patients With Severe COVID-19 Pneumonia,NCT04320615,"Centre Hospitalier Departemental de Vendee, La Roche Sur Yon, France",-1.4118805,46.6677714,Tocilizumab
A Study to Evaluate the Safety and Efficacy of Tocilizumab in Patients With Severe COVID-19 Pneumonia,NCT04320615,"Centre Hospitalier et Universitaire de Limoges, Limoges, France",1.2357132,45.812311,Tocilizumab
A Study to Evaluate the Safety and Efficacy of Tocilizumab in Patients With Severe COVID-19 Pneumonia,NCT04320615,"Hôpital de La Croix Rousse, Lyon, France",4.8308236,45.7818414,Tocilizumab
A Study to Evaluate the Safety and Efficacy of Tocilizumab in Patients With Severe COVID-19 Pneumonia,NCT04320615,"Hotel Dieu - Nantes, Nantes, France",-1.5545498,47.2107575,Tocilizumab
A Study to Evaluate the Safety and Efficacy of Tocilizumab in Patients With Severe COVID-19 Pneumonia,NCT04320615,"Hopital de la Pitie Salpetriere, Paris, France",2.3650429,48.8370792,Tocilizumab
A Study to Evaluate the Safety and Efficacy of Tocilizumab in Patients With Severe COVID-19 Pneumonia,NCT04320615,"HOPITAL COCHIN university hospital, Paris, France",2.3402667,48.8368937,Tocilizumab
A Study to Evaluate the Safety and Efficacy of Tocilizumab in Patients With Severe COVID-19 Pneumonia,NCT04320615,"CHRU de Tours, Pharmacie, Tours, France",0.6803135,47.389633,Tocilizumab
A Study to Evaluate the Safety and Efficacy of Tocilizumab in Patients With Severe COVID-19 Pneumonia,NCT04320615,"Universitatsklinikum Dusseldorf, Dusseldorf, Germany",6.7888551,51.1987065,Tocilizumab
A Study to Evaluate the Safety and Efficacy of Tocilizumab in Patients With Severe COVID-19 Pneumonia,NCT04320615,"Medizinische Hochschule Hannover, Hannover, Germany",9.8049569,52.3835661,Tocilizumab
A Study to Evaluate the Safety and Efficacy of Tocilizumab in Patients With Severe COVID-19 Pneumonia,NCT04320615,"Universitatsklinikum Schleswig Holstein; Klinik fur Allgemeine Innere Medizin, Kiel, Germany",10.1406978,54.3298132,Tocilizumab
A Study to Evaluate the Safety and Efficacy of Tocilizumab in Patients With Severe COVID-19 Pneumonia,NCT04320615,"Uniklinik Köln, Köln, Germany",6.9170635,50.9234823,Tocilizumab
A Study to Evaluate the Safety and Efficacy of Tocilizumab in Patients With Severe COVID-19 Pneumonia,NCT04320615,"LMU Klinikum der Universitat Munchen, Munchen, Germany",11.4699801,48.1106346,Tocilizumab
A Study to Evaluate the Safety and Efficacy of Tocilizumab in Patients With Severe COVID-19 Pneumonia,NCT04320615,"Azienda Ospedaliera Dei Colli, Napoli, Campania, Italy",14.2207009,40.8677625,Tocilizumab
A Study to Evaluate the Safety and Efficacy of Tocilizumab in Patients With Severe COVID-19 Pneumonia,NCT04320615,"Istituto Nazionale Malattie Infettive Lazzaro Spallanzani IRCCS, Roma, Lazio, Italy",12.4564793,41.866501,Tocilizumab
A Study to Evaluate the Safety and Efficacy of Tocilizumab in Patients With Severe COVID-19 Pneumonia,NCT04320615,"ASST Papa Giovanni XXIII; Dipartimento Interaziendale di Farmacia Clinica, Bergamo, Lombardia, Italy",9.638066,45.686107,Tocilizumab
A Study to Evaluate the Safety and Efficacy of Tocilizumab in Patients With Severe COVID-19 Pneumonia,NCT04320615,"ASST Fatebenefratelli Sacco - Ospedale Luigi Sacco, Milano, Lombardia, Italy",9.1230078,45.5192174,Tocilizumab
A Study to Evaluate the Safety and Efficacy of Tocilizumab in Patients With Severe COVID-19 Pneumonia,NCT04320615,"Azienda Ospedaliera San Gerardo di Monza, Monza MI, Lombardia, Italy",9.2597899,45.6018705,Tocilizumab
A Study to Evaluate the Safety and Efficacy of Tocilizumab in Patients With Severe COVID-19 Pneumonia,NCT04320615,"Fondazione IRCCS Policlinico San Matteo di Pavia; S.S. Fisiopatologia Respiratoria, Pavia, Lombardia, Italy",9.1488319,45.1962179,Tocilizumab
